Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
100.4,0.01,-0.04,0.05,-8.99,0.16,-3.97
100.51,-0.02,-0.02,-0.12,-8.98,0.15,-3.96
100.63,-0.05,-0.1,-0.03,-8.98,0.14,-3.96
100.74,-0.05,0.13,-0.06,-8.97,0.15,-3.96
100.86,-0.09,0.03,-0.17,-8.99,0.14,-3.99
100.97,-0.0,-0.07,0.02,-8.97,0.14,-3.96
101.08,-0.03,-0.04,-0.01,-8.98,0.15,-3.95
101.2,0.06,-0.04,0.17,-9.0,0.13,-3.96
101.31,-0.0,-0.02,-0.01,-8.99,0.14,-3.95
101.43,0.04,-0.0,0.22,-8.99,0.14,-3.97
101.54,-0.08,-0.05,-0.13,-8.98,0.14,-3.96
101.66,0.09,-0.05,0.17,-8.97,0.15,-3.95
101.77,-0.05,0.03,-0.1,-8.97,0.14,-3.95
101.88,0.03,0.07,0.02,-8.98,0.13,-3.95
102.0,-0.02,0.01,-0.07,-8.97,0.13,-3.97
102.11,-0.03,-0.02,-0.03,-8.98,0.13,-3.97
102.23,0.03,0.01,0.2,-8.98,0.15,-3.97
102.34,-0.02,-0.02,0.02,-8.97,0.13,-3.97
102.46,-0.05,-0.07,-0.06,-8.97,0.15,-3.96
102.57,0.03,-0.02,0.16,-8.97,0.15,-3.97
102.68,-0.02,0.01,-0.01,-8.98,0.14,-3.94
102.8,-0.0,-0.0,0.0,-8.97,0.16,-3.97
102.91,-0.05,-0.0,-0.06,-8.97,0.13,-3.95
103.03,-0.0,0.04,-0.03,-8.98,0.14,-3.99
103.14,-0.02,0.01,0.02,-8.98,0.13,-4.0
103.26,-0.0,0.04,0.0,-8.96,0.13,-3.98
103.37,-0.05,0.01,-0.04,-8.99,0.13,-3.95
103.48,-0.02,-0.0,-0.03,-8.99,0.13,-3.98
103.6,-0.03,0.01,-0.1,-8.97,0.13,-3.96
103.71,0.04,-0.05,0.11,-8.98,0.13,-3.96
103.83,0.01,-0.1,0.08,-8.98,0.14,-3.97
103.94,0.01,0.03,0.06,-8.98,0.14,-3.96
104.06,-0.03,0.03,-0.06,-9.0,0.15,-3.96
104.17,-0.08,0.04,-0.2,-8.97,0.12,-3.95
104.29,-0.0,-0.0,-0.06,-8.99,0.13,-3.97
104.4,-0.09,-0.05,-0.12,-8.98,0.14,-3.99
104.51,0.03,-0.0,0.11,-8.98,0.14,-3.99
104.63,0.09,0.01,0.26,-8.97,0.15,-3.99
104.74,-0.03,0.01,-0.01,-8.97,0.14,-3.96
104.86,-0.06,-0.05,-0.12,-9.0,0.13,-3.97
104.97,0.01,0.04,0.0,-8.98,0.14,-3.98
105.08,-0.05,-0.05,-0.09,-8.98,0.14,-3.97
105.2,-0.02,-0.05,-0.13,-8.98,0.15,-3.97
105.31,-0.05,0.07,-0.12,-8.98,0.14,-3.95
105.43,0.07,0.09,0.2,-8.99,0.13,-3.98
105.54,0.03,-0.07,0.14,-8.99,0.15,-3.98
105.66,0.04,-0.05,0.08,-8.98,0.14,-3.96
105.77,0.07,-0.0,0.19,-8.98,0.14,-3.96
105.88,-0.03,0.03,0.0,-8.98,0.14,-3.94
106.0,0.07,-0.08,0.28,-8.98,0.13,-3.96
106.11,-0.06,-0.07,-0.09,-8.98,0.15,-3.96
106.23,-0.03,-0.08,-0.06,-8.97,0.13,-3.96
106.34,-0.0,0.07,0.0,-8.98,0.13,-3.98
106.46,-0.05,-0.0,-0.03,-8.98,0.14,-3.97
106.57,0.06,-0.14,0.23,-8.99,0.14,-3.98
106.68,-0.11,-0.04,-0.12,-8.98,0.16,-3.95
106.8,-0.05,0.03,-0.06,-8.97,0.13,-3.96
106.91,0.04,-0.0,0.12,-8.98,0.14,-3.95
107.03,-0.08,-0.08,-0.1,-8.98,0.14,-3.98
107.14,-0.05,-0.04,-0.06,-8.98,0.13,-3.95
107.26,-0.03,0.06,-0.07,-8.98,0.14,-3.97
107.37,-0.05,0.03,-0.18,-8.97,0.15,-3.96
107.48,-0.02,0.18,-0.1,-8.98,0.13,-3.96
107.6,0.04,0.07,0.09,-8.97,0.14,-3.97
107.71,-0.03,-0.08,-0.07,-8.99,0.14,-3.96
107.83,0.01,0.07,-0.01,-8.99,0.14,-3.95
107.94,-0.02,0.04,0.02,-8.98,0.14,-3.94
108.06,-0.09,-0.04,-0.29,-8.99,0.12,-3.99
108.17,0.01,-0.07,0.05,-8.98,0.14,-3.98
108.28,0.03,-0.0,0.08,-8.97,0.13,-3.96
108.4,0.04,-0.02,0.16,-8.97,0.14,-3.97
108.51,-0.02,-0.04,0.02,-8.98,0.13,-3.95
108.63,-0.0,-0.0,0.06,-8.99,0.15,-3.97
108.74,0.01,-0.05,0.05,-8.98,0.13,-3.97
108.86,-0.05,-0.0,-0.03,-8.98,0.15,-3.97
108.97,-0.0,-0.0,0.03,-8.98,0.15,-3.96
109.08,-0.0,-0.02,0.05,-8.99,0.14,-3.94
109.2,-0.09,-0.04,-0.15,-8.97,0.15,-3.99
109.31,0.06,-0.04,0.14,-8.98,0.14,-3.96
109.43,0.03,0.03,0.08,-8.99,0.14,-3.97
109.54,-0.05,-0.0,0.0,-8.96,0.14,-3.95
109.66,-0.0,-0.02,0.0,-8.97,0.13,-3.97
109.77,-0.02,0.01,-0.04,-8.99,0.15,-3.96
109.88,-0.09,-0.05,-0.24,-8.98,0.14,-3.95
110.0,-0.03,-0.0,-0.07,-8.98,0.14,-3.95
110.11,0.06,-0.04,0.16,-8.98,0.14,-3.98
110.23,-0.02,-0.04,0.03,-8.99,0.13,-3.97
110.34,-0.0,0.06,-0.01,-9.0,0.15,-3.96
110.46,-0.02,0.12,-0.06,-8.99,0.14,-3.95
110.57,0.04,0.16,-0.07,-8.96,0.14,-3.97
110.68,-0.03,-0.11,0.02,-8.98,0.12,-3.95
110.8,0.06,-0.16,0.29,-8.98,0.12,-3.95
110.91,-0.02,0.07,-0.01,-8.98,0.15,-3.97
111.03,0.01,0.1,0.02,-8.98,0.14,-3.95
111.14,-0.11,-0.05,-0.15,-9.0,0.13,-3.94
111.26,-0.02,-0.1,0.06,-8.98,0.14,-3.98
111.37,-0.0,-0.04,-0.03,-8.97,0.15,-3.97
111.48,-0.02,-0.0,0.0,-8.98,0.14,-3.94
111.6,-0.05,0.03,-0.12,-8.97,0.13,-3.96
111.71,0.03,-0.04,0.11,-8.98,0.13,-3.98
111.83,-0.06,-0.02,-0.12,-8.98,0.12,-3.96
111.94,0.03,0.07,0.11,-8.98,0.14,-3.96
112.06,-0.08,0.01,-0.12,-8.99,0.14,-3.99
112.17,0.03,-0.02,0.12,-8.99,0.14,-3.97
112.29,-0.02,-0.04,0.03,-8.98,0.13,-3.96
112.4,-0.0,0.01,-0.01,-8.98,0.15,-3.98
112.51,-0.08,-0.02,-0.15,-8.99,0.14,-3.96
112.63,-0.03,-0.07,0.05,-8.97,0.14,-3.94
112.74,0.03,0.01,0.08,-8.98,0.13,-3.96
112.86,-0.03,-0.04,-0.1,-8.98,0.14,-3.95
112.97,-0.0,-0.04,0.08,-8.98,0.14,-3.95
113.08,0.01,-0.04,0.06,-8.99,0.13,-3.96
113.2,0.01,-0.0,0.02,-8.98,0.13,-3.96
113.31,-0.0,-0.05,0.08,-8.99,0.14,-3.95
113.43,0.03,-0.1,0.12,-8.98,0.14,-3.94
113.54,-0.02,-0.04,0.06,-8.99,0.14,-3.96
113.66,-0.0,0.01,-0.09,-8.99,0.12,-3.96
113.77,-0.06,-0.04,-0.1,-9.0,0.14,-3.97
113.89,0.1,0.04,0.26,-8.97,0.14,-3.95
114.0,-0.06,0.03,-0.12,-9.0,0.15,-3.97
114.11,-0.06,-0.04,-0.1,-8.99,0.15,-3.96
114.23,-0.0,0.01,0.09,-8.98,0.15,-3.97
114.34,-0.08,-0.0,-0.09,-8.98,0.14,-3.96
114.46,-0.03,-0.04,0.02,-8.98,0.14,-3.97
114.57,-0.03,-0.0,-0.07,-8.98,0.14,-3.96
114.68,-0.03,-0.02,-0.07,-8.98,0.13,-3.97
114.8,0.06,-0.0,0.11,-8.98,0.14,-3.96
114.91,-0.02,0.07,-0.04,-8.98,0.14,-3.95
115.03,-0.03,-0.02,0.02,-8.98,0.15,-3.99
115.14,-0.02,-0.0,0.05,-8.99,0.13,-3.97
115.26,-0.05,-0.05,-0.09,-8.98,0.14,-3.97
115.37,0.01,-0.05,0.05,-8.99,0.14,-3.98
115.49,0.06,-0.08,0.2,-8.99,0.14,-3.96
115.6,-0.02,-0.0,0.06,-8.98,0.14,-3.97
115.71,-0.11,0.03,-0.32,-8.98,0.13,-3.98
115.83,-0.06,-0.0,-0.03,-8.99,0.13,-3.98
115.94,-0.0,0.03,0.05,-8.98,0.14,-3.97
116.06,-0.02,-0.0,0.0,-8.98,0.14,-3.96
116.17,-0.0,0.06,-0.01,-8.98,0.14,-3.95
116.29,-0.03,-0.02,0.0,-8.97,0.14,-3.98
116.4,-0.03,-0.04,-0.1,-8.99,0.14,-3.97
116.51,-0.02,-0.0,0.02,-8.99,0.15,-3.96
116.63,-0.02,0.03,-0.09,-8.98,0.13,-3.95
116.74,-0.05,-0.0,-0.03,-8.98,0.12,-3.97
116.86,0.03,-0.0,0.06,-8.98,0.13,-3.95
116.97,0.03,-0.0,0.03,-8.98,0.13,-3.96
117.09,-0.06,-0.02,-0.12,-8.99,0.13,-3.99
117.2,0.03,0.01,0.05,-8.96,0.15,-3.97
117.31,-0.09,-0.0,-0.09,-8.98,0.14,-3.96
117.43,-0.0,0.01,0.02,-8.98,0.12,-3.95
117.54,-0.02,-0.02,0.02,-8.97,0.14,-3.97
117.66,-0.02,-0.04,0.06,-8.98,0.14,-3.94
117.77,-0.02,0.01,0.05,-8.98,0.14,-3.94
117.89,-0.02,-0.04,-0.09,-8.97,0.13,-3.95
118.0,-0.03,-0.04,0.02,-8.99,0.14,-3.97
118.11,-0.0,-0.04,0.11,-8.99,0.14,-3.97
118.23,-0.02,-0.02,0.0,-8.98,0.15,-3.98
118.34,0.04,0.03,0.08,-8.99,0.14,-3.96
118.46,-0.09,-0.02,-0.23,-8.98,0.14,-3.96
118.57,0.03,0.01,0.14,-8.97,0.14,-3.97
118.69,-0.0,0.01,0.02,-8.98,0.14,-3.95
118.8,-0.05,-0.0,-0.09,-8.98,0.13,-3.97
118.91,-0.03,-0.0,-0.04,-8.97,0.12,-3.97
119.03,0.03,0.01,0.09,-8.99,0.15,-3.98
119.14,0.09,0.06,0.2,-8.97,0.15,-3.98
119.26,-0.05,-0.04,-0.1,-8.99,0.14,-3.97
119.37,-0.02,-0.02,-0.06,-9.0,0.13,-3.97
119.49,0.06,-0.02,0.16,-8.98,0.13,-3.96
119.6,-0.02,-0.1,-0.04,-8.99,0.14,-3.96
119.71,-0.06,0.06,-0.1,-8.98,0.14,-3.95
119.83,0.07,0.12,0.14,-8.96,0.15,-3.98
119.94,-0.14,-0.0,-0.35,-8.99,0.13,-3.97
120.06,0.01,-0.0,0.03,-8.98,0.13,-3.97
120.17,-0.11,0.04,-0.29,-8.98,0.14,-3.98
120.29,0.03,-0.05,0.16,-8.99,0.15,-3.97
120.4,-0.03,-0.11,0.05,-8.99,0.14,-3.95
120.51,-0.09,0.07,-0.21,-8.98,0.15,-3.98
120.63,-0.0,-0.04,0.08,-8.98,0.15,-3.97
120.74,-0.09,-0.13,-0.13,-8.99,0.15,-3.94
120.86,0.61,-0.0,1.5,-8.98,0.15,-3.94
120.97,-0.05,0.41,-0.35,-8.98,0.14,-3.96
121.09,0.01,0.38,-0.12,-8.96,0.14,-3.96
121.2,0.04,-0.31,0.28,-8.98,0.12,-3.94
121.31,-0.11,0.09,-0.24,-9.0,0.16,-3.98
121.43,0.23,0.15,0.57,-8.96,0.15,-3.97
121.54,-0.22,0.07,-0.56,-8.99,0.14,-3.98
121.66,0.04,-0.04,0.11,-8.99,0.12,-3.95
121.77,0.01,0.04,0.03,-8.97,0.14,-3.98
121.89,-0.09,-0.04,-0.2,-8.98,0.14,-3.96
122.0,-0.12,0.01,-0.24,-8.98,0.14,-3.97
122.11,0.1,-0.0,0.29,-8.99,0.14,-3.96
122.23,-0.11,0.01,-0.2,-8.99,0.13,-3.97
122.34,-0.06,-0.08,0.03,-8.99,0.12,-3.98
122.46,0.12,-0.08,0.35,-9.0,0.13,-3.95
122.57,-0.17,0.18,-0.58,-8.97,0.15,-3.96
122.69,-0.0,0.01,0.02,-8.98,0.15,-3.97
122.8,-0.02,-0.08,0.02,-8.99,0.13,-3.94
122.91,0.01,-0.11,0.03,-8.96,0.15,-3.97
123.03,-0.17,-0.11,-0.29,-8.99,0.13,-3.96
123.14,0.04,0.04,0.19,-8.98,0.13,-3.97
123.26,-0.03,0.03,0.03,-8.98,0.13,-3.95
123.37,-0.11,0.06,-0.21,-8.99,0.14,-3.96
123.49,-0.02,-0.11,0.12,-8.98,0.13,-3.97
123.6,0.09,-0.04,0.17,-8.99,0.15,-3.97
123.71,-0.03,0.01,-0.1,-8.99,0.14,-3.98
123.83,-0.37,-0.07,-0.81,-8.98,0.14,-3.98
123.94,0.09,0.01,0.2,-8.99,0.12,-3.96
124.06,0.01,0.06,0.02,-8.98,0.15,-3.98
124.17,-0.06,-0.07,-0.15,-8.98,0.14,-3.94
124.29,0.03,-0.02,0.05,-8.98,0.13,-3.95
124.4,0.06,0.03,0.14,-8.97,0.13,-3.96
124.51,-0.14,-0.02,-0.3,-8.97,0.15,-3.97
124.63,-0.08,-0.04,-0.09,-8.98,0.13,-3.95
124.74,0.07,0.12,0.12,-8.98,0.13,-3.98
124.86,-0.02,0.06,-0.13,-9.0,0.15,-3.99
124.97,0.21,0.01,0.6,-8.97,0.15,-3.99
125.08,-0.57,-0.1,-1.37,-8.98,0.13,-3.98
125.2,0.07,-0.08,0.28,-9.0,0.13,-3.95
125.31,-0.03,0.12,-0.12,-8.97,0.15,-3.97
125.43,0.07,-0.08,0.12,-8.98,0.14,-3.97
125.54,0.18,0.04,0.48,-8.96,0.14,-3.98
125.66,0.17,0.1,0.28,-8.99,0.13,-3.95
125.77,-0.23,-0.11,-0.53,-8.99,0.14,-3.97
125.88,0.06,0.03,0.25,-8.97,0.13,-3.96
126.0,-0.14,0.04,-0.24,-9.02,0.13,-3.96
126.11,-0.02,-0.04,-0.09,-8.96,0.15,-3.97
126.23,-0.03,-0.11,0.03,-8.98,0.13,-3.97
126.34,-0.0,-0.08,-0.01,-9.0,0.13,-3.99
126.46,-0.17,0.01,-0.36,-8.99,0.15,-3.98
126.57,-0.09,0.04,-0.2,-8.98,0.14,-3.97
126.68,0.09,-0.04,0.28,-8.98,0.14,-3.96
126.8,-0.12,-0.07,-0.3,-8.99,0.15,-3.96
126.91,-0.0,-0.05,0.08,-8.99,0.14,-3.97
127.03,-0.05,0.03,0.0,-8.98,0.14,-3.97
127.14,-0.08,0.09,-0.07,-8.98,0.14,-3.97
127.26,-0.05,-0.0,-0.2,-8.97,0.15,-3.99
127.37,0.01,0.03,-0.03,-8.98,0.14,-3.97
127.48,0.12,0.13,0.35,-8.98,0.14,-3.97
127.6,-0.17,-0.14,-0.32,-8.98,0.14,-3.97
127.71,0.23,-0.16,0.49,-8.98,0.13,-3.98
127.83,-0.15,-0.0,-0.27,-8.98,0.13,-3.97
127.94,-0.12,-0.07,-0.2,-8.98,0.13,-3.96
128.06,0.06,-0.05,0.11,-8.98,0.12,-3.97
128.17,0.24,0.32,0.57,-8.98,0.14,-3.96
128.28,-0.17,-0.2,-0.3,-8.98,0.12,-3.96
128.4,-0.15,0.13,-0.49,-8.96,0.17,-3.97
128.51,-0.14,0.13,-0.36,-8.99,0.12,-3.98
128.63,-0.12,0.04,-0.26,-8.99,0.14,-3.93
128.74,0.07,-0.02,0.12,-8.98,0.14,-3.99
128.86,-0.14,-0.04,-0.27,-9.0,0.12,-3.99
128.97,0.21,-0.0,0.55,-8.98,0.15,-3.96
129.09,-0.03,-0.0,-0.07,-8.98,0.15,-3.98
129.2,-0.06,-0.07,0.0,-8.97,0.12,-3.95
129.31,-0.17,0.04,-0.3,-8.98,0.15,-3.97
129.43,-0.05,-0.07,-0.12,-8.99,0.14,-3.97
129.54,0.03,-0.04,-0.04,-8.97,0.13,-3.97
129.66,0.01,0.07,0.12,-8.99,0.13,-3.94
129.77,0.03,0.03,0.16,-8.98,0.14,-3.96
129.88,-0.14,0.01,-0.41,-8.98,0.15,-3.99
130.0,-0.09,-0.36,-0.07,-9.01,0.14,-3.94
130.11,0.09,0.03,0.31,-8.97,0.14,-3.93
130.23,-0.03,0.12,-0.12,-8.96,0.13,-3.96
130.34,-0.14,0.09,-0.29,-8.98,0.12,-3.95
130.46,0.1,0.04,0.45,-8.98,0.16,-3.97
130.57,-0.31,-0.05,-0.53,-8.97,0.12,-3.95
130.68,0.12,0.12,0.26,-8.97,0.13,-3.99
130.8,0.04,0.01,0.17,-8.97,0.13,-3.97
130.91,-0.06,-0.05,-0.15,-8.99,0.13,-3.96
131.03,-0.03,-0.17,0.12,-8.98,0.12,-3.94
131.14,0.01,0.01,0.05,-8.99,0.15,-3.98
131.26,-0.05,0.09,-0.24,-8.97,0.14,-3.97
131.37,0.06,0.13,0.14,-8.98,0.14,-3.97
131.48,-0.0,0.03,0.02,-8.98,0.14,-3.98
131.6,0.1,-0.13,0.29,-8.99,0.13,-3.95
131.71,-0.17,0.09,-0.41,-8.98,0.13,-3.96
131.83,-0.2,0.04,-0.39,-8.99,0.13,-3.96
131.94,0.12,-0.0,0.29,-8.99,0.15,-3.97
132.06,0.1,0.09,0.2,-8.99,0.14,-3.96
132.17,-0.11,0.16,-0.32,-8.99,0.12,-3.95
132.28,0.17,0.18,0.38,-8.97,0.16,-3.97
132.4,0.07,-0.11,0.23,-8.99,0.13,-3.97
132.51,-0.12,-0.04,-0.26,-8.97,0.14,-3.96
132.63,0.23,0.13,0.45,-8.98,0.13,-3.97
132.74,-0.26,0.25,-0.59,-8.99,0.14,-3.97
132.85,-0.03,-0.05,-0.04,-8.99,0.13,-3.97
132.97,-0.03,-0.05,-0.07,-8.98,0.13,-3.96
133.08,0.12,-0.05,0.31,-8.96,0.14,-3.98
133.2,-0.25,-0.07,-0.42,-8.99,0.13,-3.97
133.31,0.04,0.04,0.02,-8.99,0.15,-3.95
133.43,-0.23,0.03,-0.49,-8.98,0.15,-3.96
133.54,-0.08,-0.07,-0.1,-8.99,0.12,-3.95
133.66,-0.29,0.01,-0.65,-8.98,0.14,-3.98
133.77,0.15,0.01,0.4,-8.99,0.15,-3.97
133.88,-0.02,0.15,-0.12,-8.99,0.15,-3.98
134.0,-0.05,-0.17,-0.07,-8.98,0.13,-3.96
134.11,0.03,-0.04,0.17,-9.0,0.13,-3.96
134.23,-0.02,0.15,-0.07,-8.98,0.14,-3.96
134.34,-0.12,-0.11,-0.3,-9.0,0.14,-3.97
134.46,0.03,0.01,0.14,-8.98,0.14,-3.96
134.57,0.04,0.09,0.11,-8.98,0.14,-3.96
134.68,-0.12,0.03,-0.26,-8.98,0.14,-3.96
134.8,0.06,0.06,0.11,-8.98,0.13,-3.96
134.91,0.01,-0.0,0.05,-8.98,0.14,-3.94
135.02,0.04,-0.13,0.16,-8.99,0.12,-3.97
135.14,-0.0,-0.02,-0.01,-8.98,0.13,-3.99
135.26,-0.09,0.03,-0.24,-8.99,0.15,-3.95
135.37,-0.06,0.03,-0.13,-8.97,0.13,-3.95
135.48,-0.05,-0.1,-0.09,-8.99,0.13,-3.95
135.6,-0.0,-0.13,0.05,-8.98,0.14,-3.98
135.71,-0.02,0.12,-0.04,-8.96,0.12,-3.96
135.83,-0.26,0.15,-0.56,-8.97,0.14,-3.96
135.94,0.15,-0.13,0.51,-8.99,0.14,-3.98
136.05,0.04,-0.2,0.22,-8.98,0.13,-3.97
136.17,0.03,-0.05,0.08,-8.98,0.13,-3.94
136.28,-0.02,-0.08,0.16,-8.99,0.13,-3.96
136.4,0.01,0.09,-0.03,-8.97,0.13,-3.98
136.51,-0.09,0.16,-0.2,-8.98,0.15,-3.97
136.63,0.03,0.01,0.12,-9.0,0.12,-3.95
136.74,0.09,0.09,0.29,-8.97,0.14,-3.99
136.85,0.09,-0.11,0.22,-8.97,0.13,-3.98
136.97,-0.09,-0.11,-0.07,-8.97,0.14,-3.97
137.08,-0.2,-0.13,-0.41,-8.99,0.12,-3.97
137.2,0.06,0.09,0.16,-8.97,0.13,-3.96
137.31,-0.14,-0.0,-0.41,-8.98,0.13,-3.97
137.43,-0.05,-0.02,-0.04,-8.98,0.14,-3.95
137.54,0.14,-0.04,0.31,-8.97,0.14,-3.97
137.65,-0.08,-0.08,-0.13,-8.97,0.13,-3.96
137.77,0.01,0.03,0.05,-8.99,0.13,-3.95
137.88,-0.0,-0.02,-0.04,-8.99,0.14,-3.99
138.0,-0.05,-0.1,-0.15,-8.98,0.12,-3.96
138.11,0.18,-0.28,0.55,-9.02,0.18,-4.0
138.23,-0.6,0.16,-1.55,-8.93,0.17,-4.02
138.34,-0.58,-0.1,-1.36,-9.0,0.13,-3.94
138.46,0.81,-0.23,2.23,-8.98,0.14,-3.95
138.57,-0.2,0.09,-0.5,-8.97,0.18,-3.99
138.68,-0.03,-0.1,0.05,-8.97,0.15,-3.96
138.8,0.01,0.04,0.09,-8.99,0.12,-3.94
138.91,-0.06,0.12,-0.21,-8.98,0.14,-3.97
143.02,-0.12,-0.13,-0.24,-9.0,0.14,-3.95
143.14,0.04,-0.0,0.11,-8.98,0.13,-3.97
143.25,-0.02,0.06,-0.13,-8.99,0.14,-3.99
143.37,-0.08,-0.02,-0.07,-8.98,0.14,-3.97
143.48,-0.09,-0.08,-0.04,-8.99,0.14,-3.96
143.6,0.06,-0.08,0.29,-8.99,0.14,-3.96
143.71,0.06,-0.11,0.25,-8.99,0.13,-3.95
143.83,-0.0,0.12,0.06,-8.97,0.14,-3.97
143.94,-0.11,-0.11,-0.18,-9.0,0.12,-3.95
144.05,0.14,-0.07,0.26,-8.97,0.14,-3.95
144.17,-0.05,0.07,0.02,-8.98,0.12,-3.99
144.28,0.03,0.06,0.09,-9.0,0.14,-3.95
144.4,0.04,-0.0,0.12,-8.98,0.14,-3.98
144.51,-0.14,-0.26,-0.24,-9.0,0.13,-3.98
144.63,0.06,0.03,0.14,-8.98,0.11,-3.95
144.74,-0.02,0.04,-0.01,-8.97,0.14,-3.96
144.85,0.03,-0.17,0.14,-9.0,0.15,-3.97
144.97,0.1,-0.02,0.25,-8.97,0.14,-3.98
145.08,-0.02,0.06,-0.01,-8.98,0.14,-3.96
145.2,-0.05,0.07,-0.23,-8.97,0.13,-3.97
145.31,-0.0,-0.05,0.14,-8.98,0.14,-3.99
145.42,0.01,-0.02,0.06,-8.97,0.13,-3.96
145.54,-0.08,0.06,-0.17,-8.97,0.13,-3.95
145.65,0.09,0.03,0.22,-8.99,0.13,-3.97
145.77,-0.15,0.12,-0.42,-8.97,0.13,-3.96
145.88,-0.09,-0.08,-0.13,-8.98,0.14,-3.97
146.0,0.2,-0.02,0.63,-8.97,0.14,-3.97
146.11,-0.05,0.01,-0.12,-8.97,0.13,-3.97
146.22,0.03,-0.05,0.08,-8.98,0.14,-3.97
146.34,-0.0,0.15,-0.09,-8.97,0.14,-3.97
146.45,0.39,0.12,0.95,-8.98,0.12,-3.94
146.57,-0.02,0.09,0.05,-8.98,0.15,-3.97
146.68,-0.09,-0.17,-0.27,-8.99,0.11,-3.97
146.8,0.03,-0.08,0.0,-8.99,0.13,-3.98
146.91,0.33,0.01,0.89,-8.98,0.12,-3.94
147.02,-0.06,0.06,-0.15,-8.97,0.13,-3.95
147.14,-0.05,-0.05,-0.03,-8.98,0.11,-3.95
147.25,-0.03,0.13,-0.12,-8.98,0.12,-3.97
147.37,-0.08,-0.13,-0.06,-8.99,0.13,-3.94
147.48,-0.09,0.04,-0.15,-8.98,0.14,-3.96
147.6,-0.03,-0.02,-0.01,-8.99,0.13,-3.98
147.71,-0.05,-0.1,-0.06,-8.98,0.14,-3.97
147.82,0.17,-0.11,0.46,-8.97,0.12,-3.93
147.94,-0.2,-0.0,-0.35,-8.98,0.16,-3.94
148.05,0.01,-0.11,0.08,-8.98,0.13,-3.97
148.17,-0.05,-0.07,-0.04,-8.99,0.13,-3.95
148.28,0.09,0.06,0.28,-8.98,0.14,-3.96
148.4,-0.02,0.06,-0.07,-8.99,0.14,-3.97
148.51,-0.06,0.03,-0.04,-8.98,0.11,-3.97
148.62,0.06,-0.08,0.19,-8.99,0.15,-3.96
148.74,0.01,-0.08,0.08,-8.98,0.14,-3.96
148.85,-0.05,-0.0,-0.1,-8.99,0.12,-3.98
148.97,0.03,0.18,0.05,-8.98,0.12,-3.97
149.08,-0.09,-0.17,-0.06,-8.99,0.14,-3.95
149.2,0.14,-0.05,0.23,-8.98,0.13,-3.95
149.31,-0.2,0.29,-0.49,-8.96,0.14,-3.97
149.43,0.06,-0.04,0.11,-9.0,0.12,-3.93
149.54,-0.02,-0.07,-0.1,-8.99,0.16,-3.98
149.65,-0.09,0.04,-0.2,-8.97,0.13,-3.97
149.77,-0.11,-0.07,-0.17,-8.99,0.14,-3.97
149.88,0.07,0.01,0.19,-8.97,0.15,-3.97
150.0,0.01,-0.07,0.0,-8.97,0.13,-3.96
150.11,-0.11,-0.19,-0.13,-8.98,0.14,-3.95
150.22,0.09,-0.04,0.19,-8.97,0.14,-3.96
150.34,0.01,0.03,0.02,-8.99,0.11,-3.97
150.45,-0.05,0.04,-0.07,-8.98,0.13,-3.97
150.57,-0.03,0.15,-0.03,-8.97,0.13,-3.95
150.68,0.18,0.09,0.38,-8.97,0.14,-3.94
150.8,-0.14,0.01,-0.29,-8.98,0.13,-3.98
150.91,-0.06,-0.11,0.0,-8.99,0.15,-3.97
151.02,0.21,-0.0,0.55,-8.97,0.15,-3.97
151.14,-0.09,0.01,-0.1,-8.97,0.13,-3.97
151.25,-0.15,-0.0,-0.32,-8.99,0.14,-3.96
151.37,0.04,0.1,0.06,-8.97,0.13,-3.95
151.48,-0.05,-0.0,-0.1,-8.98,0.14,-3.97
151.6,0.1,-0.04,0.25,-8.98,0.12,-3.95
151.71,0.09,0.13,0.19,-8.98,0.13,-3.97
151.82,0.03,0.13,0.03,-8.98,0.14,-3.97
151.94,0.03,-0.13,0.09,-9.0,0.13,-3.99
152.05,-0.08,-0.13,-0.15,-8.98,0.13,-3.96
152.17,0.09,-0.08,0.23,-8.98,0.13,-3.96
152.28,-0.03,-0.0,-0.03,-8.95,0.14,-3.96
152.39,-0.17,0.04,-0.41,-8.97,0.12,-3.96
152.51,-0.05,-0.16,-0.01,-8.99,0.13,-3.94
152.62,0.07,-0.0,0.23,-8.97,0.13,-3.95
152.74,-0.19,-0.02,-0.42,-8.99,0.14,-3.96
152.85,0.17,-0.11,0.48,-8.96,0.15,-3.97
152.97,0.07,0.04,0.26,-8.98,0.12,-3.98
153.08,-0.03,0.06,-0.12,-8.97,0.15,-3.97
153.2,-0.0,0.01,-0.01,-8.99,0.12,-3.94
153.31,-0.02,0.06,-0.07,-8.99,0.15,-3.95
153.42,-0.11,0.04,-0.26,-8.98,0.14,-3.97
153.54,0.04,-0.22,0.29,-9.0,0.12,-3.96
153.65,0.09,0.09,0.2,-8.98,0.14,-3.98
153.77,-0.09,0.09,-0.33,-8.98,0.15,-3.98
153.88,-0.08,0.01,-0.13,-8.98,0.13,-3.96
154.0,-0.03,0.01,-0.03,-8.98,0.13,-3.95
154.11,0.01,0.01,0.17,-8.98,0.13,-3.96
154.22,-0.03,0.04,0.08,-8.99,0.14,-3.95
154.34,-0.06,0.01,-0.04,-8.97,0.12,-3.96
154.45,-0.05,0.01,-0.04,-8.99,0.12,-3.95
