Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
1641.74,1.02,-0.66,0.41,6.45,-7.33,0.37,-0.02
1641.87,1.06,-0.63,0.38,6.45,-7.34,0.37,-0.02
1642.01,1.14,-0.66,0.35,6.44,-7.36,0.38,-0.02
1642.15,1.17,-0.68,0.35,6.44,-7.37,0.4,-0.02
1642.29,1.13,-0.67,0.4,6.45,-7.37,0.41,-0.02
1642.42,1.06,-0.7,0.45,6.45,-7.37,0.41,-0.02
1642.56,1.03,-0.72,0.47,6.45,-7.38,0.38,-0.02
1642.7,1.06,-0.68,0.47,6.46,-7.38,0.37,-0.02
1642.84,1.12,-0.65,0.45,6.47,-7.37,0.38,-0.02
1642.97,1.15,-0.64,0.44,6.48,-7.36,0.39,-0.02
1643.11,1.14,-0.65,0.43,6.47,-7.35,0.38,-0.02
1643.25,1.11,-0.67,0.37,6.47,-7.35,0.37,-0.02
1643.39,1.11,-0.69,0.32,6.47,-7.35,0.37,-0.02
1643.52,1.12,-0.75,0.31,6.47,-7.34,0.37,-0.02
1643.66,1.09,-0.79,0.33,6.45,-7.34,0.38,-0.02
1643.8,1.02,-0.76,0.36,6.44,-7.33,0.38,-0.02
1643.94,0.98,-0.68,0.36,6.44,-7.33,0.39,-0.02
1644.07,1.01,-0.63,0.37,6.46,-7.32,0.4,-0.02
1644.21,1.04,-0.6,0.41,6.48,-7.3,0.4,-0.02
1644.35,1.04,-0.59,0.45,6.48,-7.3,0.39,-0.02
1644.48,1.03,-0.59,0.46,6.48,-7.32,0.38,-0.02
1644.62,1.04,-0.59,0.42,6.47,-7.33,0.4,-0.02
1644.76,1.05,-0.57,0.39,6.46,-7.35,0.41,-0.02
1644.9,1.06,-0.57,0.41,6.45,-7.37,0.39,-0.02
1645.04,1.04,-0.58,0.45,6.43,-7.38,0.39,-0.02
1645.17,1.03,-0.62,0.46,6.43,-7.39,0.4,-0.02
1645.31,1.04,-0.67,0.42,6.43,-7.38,0.39,-0.02
1645.45,1.06,-0.67,0.36,6.44,-7.36,0.36,-0.02
1645.58,1.07,-0.62,0.31,6.45,-7.35,0.36,-0.02
1645.72,1.06,-0.61,0.25,6.44,-7.37,0.36,-0.02
1645.86,1.04,-0.67,0.22,6.44,-7.38,0.38,-0.02
1646.0,1.01,-0.71,0.27,6.45,-7.39,0.39,-0.02
1646.14,1.01,-0.68,0.4,6.45,-7.4,0.39,-0.02
1646.27,1.01,-0.64,0.53,6.46,-7.39,0.38,-0.02
1646.41,1.01,-0.65,0.56,6.47,-7.37,0.36,-0.02
1646.55,1.03,-0.72,0.54,6.48,-7.36,0.35,-0.02
1646.69,1.07,-0.78,0.52,6.47,-7.36,0.36,-0.02
1646.82,1.1,-0.79,0.52,6.46,-7.36,0.4,-0.02
1646.96,1.12,-0.76,0.48,6.46,-7.37,0.43,-0.02
1647.1,1.1,-0.72,0.47,6.47,-7.38,0.43,-0.02
1647.23,1.04,-0.71,0.5,6.47,-7.39,0.4,-0.02
1647.37,0.98,-0.69,0.55,6.46,-7.37,0.38,-0.02
1647.51,0.99,-0.65,0.51,6.44,-7.35,0.37,-0.02
1647.65,1.02,-0.62,0.39,6.44,-7.35,0.37,-0.02
1647.78,1.03,-0.66,0.3,6.44,-7.35,0.36,-0.02
1647.92,1.01,-0.72,0.29,6.44,-7.36,0.37,-0.02
1648.06,1.02,-0.74,0.3,6.44,-7.38,0.4,-0.02
1648.2,1.05,-0.71,0.33,6.46,-7.38,0.41,-0.02
1648.33,1.09,-0.65,0.35,6.48,-7.38,0.41,-0.02
1648.47,1.11,-0.61,0.33,6.48,-7.39,0.4,-0.02
1648.61,1.12,-0.6,0.27,6.47,-7.39,0.4,-0.02
1648.75,1.11,-0.63,0.29,6.46,-7.38,0.4,-0.02
1648.88,1.08,-0.68,0.47,6.46,-7.38,0.39,-0.02
1649.02,1.07,-0.72,0.61,6.47,-7.37,0.36,-0.02
1649.16,1.08,-0.71,0.62,6.47,-7.36,0.35,-0.02
1649.3,1.08,-0.68,0.52,6.47,-7.35,0.37,-0.02
1649.43,1.07,-0.67,0.33,6.47,-7.35,0.39,-0.02
1649.57,1.06,-0.63,0.17,6.47,-7.35,0.42,-0.02
1649.71,1.06,-0.6,0.13,6.46,-7.35,0.44,-0.02
1649.85,1.07,-0.62,0.19,6.46,-7.37,0.43,-0.02
1649.98,1.08,-0.65,0.27,6.46,-7.37,0.42,-0.02
1650.12,1.07,-0.66,0.34,6.46,-7.36,0.41,-0.02
1650.26,1.04,-0.66,0.4,6.45,-7.35,0.4,-0.02
1650.4,1.03,-0.64,0.42,6.45,-7.35,0.4,-0.02
1650.53,1.08,-0.62,0.38,6.44,-7.35,0.4,-0.02
1650.67,1.1,-0.59,0.33,6.42,-7.36,0.4,-0.02
1650.81,1.11,-0.58,0.32,6.42,-7.35,0.4,-0.02
1650.95,1.11,-0.59,0.38,6.45,-7.35,0.4,-0.02
1651.08,1.1,-0.62,0.45,6.47,-7.36,0.4,-0.02
1651.22,1.06,-0.64,0.47,6.48,-7.38,0.4,-0.02
1651.36,1.01,-0.66,0.45,6.47,-7.38,0.4,-0.02
1651.49,0.96,-0.68,0.44,6.47,-7.38,0.41,-0.02
1651.63,0.96,-0.65,0.45,6.47,-7.37,0.44,-0.02
1651.77,0.98,-0.63,0.43,6.47,-7.37,0.47,-0.02
1651.91,1.02,-0.67,0.37,6.47,-7.37,0.48,-0.02
1652.04,1.04,-0.71,0.3,6.45,-7.37,0.45,-0.02
1652.18,1.03,-0.71,0.26,6.43,-7.37,0.42,-0.02
1652.32,1.04,-0.71,0.25,6.42,-7.36,0.4,-0.02
1652.46,1.07,-0.71,0.28,6.42,-7.35,0.37,-0.02
1652.59,1.06,-0.68,0.37,6.43,-7.35,0.36,-0.02
1652.73,1.0,-0.68,0.52,6.45,-7.35,0.36,-0.02
1652.87,0.97,-0.72,0.63,6.46,-7.35,0.35,-0.02
1653.01,1.0,-0.74,0.59,6.47,-7.34,0.35,-0.02
1653.14,1.02,-0.7,0.45,6.45,-7.35,0.35,-0.02
1653.28,1.03,-0.64,0.35,6.44,-7.36,0.36,-0.02
1653.42,1.05,-0.6,0.34,6.44,-7.37,0.37,-0.02
1653.56,1.06,-0.61,0.32,6.43,-7.36,0.38,-0.02
1653.69,1.05,-0.64,0.32,6.42,-7.36,0.38,-0.02
1653.83,1.06,-0.68,0.35,6.43,-7.36,0.39,-0.02
1653.97,1.05,-0.72,0.36,6.46,-7.36,0.41,-0.02
1654.1,1.04,-0.7,0.35,6.46,-7.36,0.42,-0.02
1654.24,1.04,-0.64,0.34,6.46,-7.35,0.41,-0.02
1654.38,1.07,-0.6,0.38,6.46,-7.34,0.4,-0.02
1654.52,1.08,-0.61,0.47,6.46,-7.33,0.39,-0.02
1654.65,1.07,-0.61,0.55,6.45,-7.33,0.4,-0.02
1654.79,1.02,-0.61,0.57,6.45,-7.33,0.42,-0.02
1654.93,0.97,-0.63,0.5,6.45,-7.34,0.43,-0.02
1655.07,0.95,-0.62,0.43,6.45,-7.35,0.43,-0.02
1655.2,0.99,-0.61,0.42,6.44,-7.36,0.42,-0.02
1655.34,1.04,-0.6,0.43,6.45,-7.36,0.41,-0.02
1655.48,1.05,-0.62,0.43,6.46,-7.37,0.38,-0.02
1655.62,1.06,-0.63,0.44,6.47,-7.37,0.38,-0.02
1655.75,1.08,-0.63,0.46,6.47,-7.37,0.39,-0.02
1655.89,1.09,-0.64,0.47,6.48,-7.37,0.39,-0.02
1656.03,1.09,-0.66,0.45,6.48,-7.37,0.39,-0.02
1656.17,1.08,-0.67,0.38,6.48,-7.36,0.39,-0.02
1656.3,1.07,-0.66,0.32,6.47,-7.36,0.4,-0.02
1656.44,1.06,-0.67,0.31,6.45,-7.35,0.4,-0.02
1656.58,1.08,-0.67,0.32,6.45,-7.34,0.4,-0.02
1656.71,1.11,-0.65,0.34,6.46,-7.33,0.39,-0.02
1656.85,1.11,-0.63,0.36,6.47,-7.33,0.39,-0.02
1656.99,1.09,-0.64,0.38,6.46,-7.35,0.41,-0.02
1657.13,1.06,-0.69,0.38,6.44,-7.37,0.41,-0.02
1657.27,1.05,-0.7,0.38,6.44,-7.37,0.4,-0.02
1657.4,1.04,-0.69,0.38,6.44,-7.36,0.38,-0.02
1657.54,1.02,-0.67,0.37,6.45,-7.35,0.37,-0.02
1657.68,1.01,-0.63,0.37,6.46,-7.35,0.38,-0.02
1657.81,1.03,-0.6,0.37,6.46,-7.36,0.4,-0.02
1657.95,1.06,-0.59,0.37,6.47,-7.36,0.41,-0.02
1658.09,1.09,-0.61,0.39,6.47,-7.35,0.4,-0.02
1658.23,1.13,-0.62,0.44,6.48,-7.35,0.37,-0.02
1658.36,1.09,-0.63,0.45,6.48,-7.35,0.37,-0.02
1658.5,1.02,-0.62,0.43,6.48,-7.35,0.38,-0.02
1658.64,1.0,-0.59,0.41,6.48,-7.34,0.38,-0.02
1658.78,1.04,-0.59,0.36,6.47,-7.35,0.38,-0.02
1658.91,1.06,-0.64,0.32,6.47,-7.36,0.38,-0.02
1659.05,1.04,-0.66,0.34,6.45,-7.35,0.4,-0.02
1659.19,1.03,-0.66,0.42,6.45,-7.34,0.4,-0.02
1659.32,1.07,-0.65,0.48,6.46,-7.33,0.39,-0.02
1659.46,1.12,-0.67,0.46,6.47,-7.33,0.38,-0.02
1659.6,1.12,-0.67,0.4,6.47,-7.34,0.37,-0.02
1659.74,1.08,-0.65,0.36,6.46,-7.36,0.39,-0.02
1659.88,1.04,-0.65,0.38,6.44,-7.37,0.41,-0.02
1660.01,1.05,-0.67,0.42,6.44,-7.38,0.44,-0.02
1660.15,1.08,-0.67,0.47,6.46,-7.39,0.44,-0.02
1660.29,1.08,-0.65,0.47,6.48,-7.38,0.41,-0.02
1660.43,1.06,-0.61,0.45,6.48,-7.37,0.38,-0.02
1660.56,1.05,-0.57,0.41,6.47,-7.35,0.38,-0.02
1660.7,1.06,-0.55,0.39,6.47,-7.34,0.4,-0.02
1660.84,1.08,-0.59,0.41,6.46,-7.35,0.42,-0.02
1660.97,1.08,-0.67,0.45,6.44,-7.35,0.44,-0.02
1661.11,1.05,-0.72,0.45,6.42,-7.36,0.44,-0.02
1661.25,1.02,-0.73,0.4,6.42,-7.35,0.43,-0.02
1661.39,1.03,-0.69,0.39,6.44,-7.35,0.42,-0.02
1661.52,1.03,-0.66,0.45,6.45,-7.34,0.42,-0.02
1661.66,1.04,-0.64,0.5,6.46,-7.34,0.43,-0.02
1661.8,1.05,-0.63,0.48,6.46,-7.35,0.44,-0.02
1661.94,1.04,-0.63,0.43,6.46,-7.36,0.43,-0.02
1662.07,1.02,-0.65,0.41,6.45,-7.35,0.41,-0.02
1662.21,1.01,-0.65,0.42,6.44,-7.35,0.41,-0.02
1662.35,0.99,-0.64,0.41,6.43,-7.36,0.41,-0.02
1662.49,0.98,-0.65,0.41,6.42,-7.35,0.4,-0.02
1662.62,1.0,-0.67,0.4,6.42,-7.33,0.39,-0.02
1662.76,1.01,-0.68,0.37,6.43,-7.33,0.39,-0.02
1662.9,1.01,-0.64,0.37,6.44,-7.34,0.39,-0.02
1663.04,1.01,-0.6,0.38,6.46,-7.36,0.4,-0.02
1663.18,1.06,-0.62,0.39,6.46,-7.36,0.39,-0.02
1663.31,1.12,-0.64,0.4,6.46,-7.35,0.39,-0.02
1663.45,1.16,-0.63,0.38,6.46,-7.34,0.41,-0.02
1663.59,1.16,-0.66,0.35,6.45,-7.34,0.42,-0.02
1663.72,1.11,-0.7,0.36,6.44,-7.34,0.41,-0.02
1663.86,1.06,-0.7,0.37,6.44,-7.34,0.4,-0.02
1664.0,1.03,-0.66,0.36,6.46,-7.34,0.4,-0.02
1664.14,1.03,-0.62,0.38,6.47,-7.34,0.4,-0.02
1664.27,1.07,-0.59,0.4,6.47,-7.34,0.4,-0.02
1664.41,1.13,-0.59,0.41,6.46,-7.35,0.38,-0.02
1664.55,1.15,-0.59,0.4,6.45,-7.36,0.36,-0.02
1664.69,1.13,-0.59,0.4,6.45,-7.37,0.34,-0.02
1664.82,1.08,-0.59,0.43,6.46,-7.37,0.33,-0.02
1664.96,1.03,-0.57,0.47,6.47,-7.37,0.35,-0.02
1665.1,1.04,-0.53,0.45,6.49,-7.36,0.37,-0.02
1665.24,1.12,-0.52,0.37,6.5,-7.35,0.39,-0.02
1665.37,1.13,-0.55,0.31,6.48,-7.34,0.38,-0.02
1665.51,1.11,-0.6,0.28,6.46,-7.34,0.37,-0.02
1665.65,1.09,-0.63,0.3,6.45,-7.35,0.36,-0.02
1665.79,1.08,-0.64,0.36,6.44,-7.35,0.38,-0.02
1665.92,1.03,-0.64,0.41,6.44,-7.35,0.4,-0.02
1666.06,0.96,-0.63,0.42,6.45,-7.35,0.41,-0.02
1666.2,0.95,-0.59,0.41,6.47,-7.35,0.4,-0.02
1666.33,1.02,-0.58,0.42,6.48,-7.35,0.39,-0.02
1666.47,1.1,-0.59,0.45,6.48,-7.35,0.4,-0.02
1666.61,1.13,-0.58,0.47,6.47,-7.36,0.43,-0.02
1666.75,1.09,-0.57,0.46,6.46,-7.37,0.44,-0.02
1666.88,1.02,-0.61,0.44,6.47,-7.38,0.43,-0.02
1667.02,1.0,-0.66,0.41,6.48,-7.37,0.41,-0.02
1667.16,1.02,-0.7,0.38,6.49,-7.34,0.4,-0.02
1667.3,1.03,-0.76,0.41,6.49,-7.33,0.4,-0.02
1667.43,0.99,-0.81,0.5,6.48,-7.33,0.39,-0.02
1667.57,0.95,-0.83,0.55,6.46,-7.35,0.38,-0.02
1667.71,0.99,-0.8,0.54,6.44,-7.37,0.38,-0.02
1667.85,1.04,-0.76,0.51,6.43,-7.36,0.37,-0.02
1667.98,1.01,-0.73,0.51,6.43,-7.34,0.37,-0.02
1668.12,0.96,-0.69,0.55,6.44,-7.34,0.38,-0.02
1668.26,0.96,-0.65,0.64,6.45,-7.34,0.39,-0.02
1668.4,0.99,-0.65,0.7,6.44,-7.36,0.39,-0.02
1668.53,1.03,-0.67,0.67,6.45,-7.37,0.41,-0.02
1668.67,1.07,-0.67,0.54,6.47,-7.38,0.42,-0.02
1668.81,1.11,-0.67,0.4,6.48,-7.38,0.42,-0.02
1668.95,1.12,-0.67,0.3,6.47,-7.38,0.41,-0.02
1669.08,1.12,-0.68,0.33,6.45,-7.36,0.41,-0.02
1669.22,1.14,-0.67,0.43,6.44,-7.35,0.41,-0.02
1669.36,1.12,-0.62,0.42,6.43,-7.33,0.41,-0.02
1669.5,1.08,-0.61,0.36,6.42,-7.32,0.4,-0.02
1669.63,1.06,-0.63,0.36,6.44,-7.31,0.39,-0.02
1669.77,1.06,-0.63,0.41,6.46,-7.31,0.39,-0.02
1669.91,1.06,-0.65,0.46,6.46,-7.32,0.4,-0.02
1670.05,1.03,-0.72,0.49,6.45,-7.33,0.4,-0.02
1670.18,1.02,-0.76,0.48,6.43,-7.34,0.39,-0.02
1670.32,1.0,-0.74,0.4,6.41,-7.35,0.39,-0.02
1670.46,0.97,-0.65,0.3,6.42,-7.37,0.4,-0.02
1670.59,0.94,-0.57,0.27,6.43,-7.38,0.41,-0.02
1670.73,0.91,-0.56,0.34,6.43,-7.39,0.43,-0.02
1670.87,0.93,-0.59,0.42,6.43,-7.38,0.43,-0.02
1671.01,0.99,-0.59,0.46,6.44,-7.36,0.41,-0.02
1671.14,1.07,-0.58,0.45,6.44,-7.35,0.4,-0.02
1671.28,1.09,-0.6,0.43,6.45,-7.35,0.4,-0.02
1671.42,1.07,-0.63,0.44,6.45,-7.35,0.39,-0.02
1671.56,1.04,-0.64,0.47,6.45,-7.35,0.4,-0.02
1671.69,1.04,-0.64,0.48,6.45,-7.36,0.4,-0.02
1671.83,1.07,-0.7,0.45,6.45,-7.36,0.39,-0.02
1671.97,1.1,-0.73,0.43,6.44,-7.36,0.39,-0.02
1672.11,1.13,-0.69,0.42,6.45,-7.36,0.4,-0.02
1672.24,1.15,-0.66,0.43,6.46,-7.36,0.41,-0.02
1672.38,1.1,-0.65,0.47,6.47,-7.36,0.44,-0.02
1672.52,1.01,-0.67,0.53,6.48,-7.34,0.44,-0.02
1672.66,0.99,-0.71,0.56,6.48,-7.32,0.41,-0.02
1672.79,1.0,-0.74,0.52,6.49,-7.33,0.38,-0.02
1672.93,1.02,-0.75,0.44,6.5,-7.33,0.38,-0.02
1673.07,1.03,-0.73,0.38,6.48,-7.33,0.38,-0.02
1673.21,1.04,-0.71,0.38,6.47,-7.32,0.39,-0.02
1673.34,1.05,-0.69,0.38,6.47,-7.33,0.39,-0.02
1673.48,1.07,-0.66,0.39,6.48,-7.34,0.4,-0.02
1673.62,1.09,-0.66,0.4,6.47,-7.35,0.39,-0.02
1673.76,1.08,-0.72,0.42,6.46,-7.36,0.4,-0.02
1673.89,1.03,-0.76,0.44,6.44,-7.35,0.4,-0.02
1674.03,1.0,-0.72,0.42,6.43,-7.34,0.39,-0.02
1674.17,1.01,-0.69,0.36,6.43,-7.33,0.36,-0.02
1674.31,1.04,-0.69,0.29,6.45,-7.33,0.34,-0.02
1674.44,1.03,-0.68,0.27,6.45,-7.35,0.34,-0.02
1674.58,0.98,-0.66,0.29,6.45,-7.36,0.36,-0.02
1674.72,0.96,-0.65,0.3,6.46,-7.37,0.39,-0.02
1674.85,0.99,-0.65,0.34,6.46,-7.37,0.41,-0.02
1674.99,1.03,-0.66,0.43,6.46,-7.37,0.42,-0.02
1675.13,1.04,-0.66,0.5,6.46,-7.37,0.42,-0.02
1675.27,1.03,-0.69,0.51,6.46,-7.37,0.43,-0.02
1675.41,1.02,-0.68,0.47,6.47,-7.36,0.43,-0.02
1675.54,1.02,-0.65,0.39,6.47,-7.35,0.43,-0.02
1675.68,1.03,-0.62,0.34,6.47,-7.35,0.4,-0.02
1675.82,1.06,-0.58,0.33,6.48,-7.35,0.39,-0.02
1675.95,1.08,-0.58,0.34,6.47,-7.34,0.4,-0.02
1676.09,1.08,-0.62,0.41,6.45,-7.33,0.41,-0.02
1676.23,1.06,-0.65,0.49,6.45,-7.32,0.4,-0.02
1676.37,1.05,-0.68,0.52,6.45,-7.34,0.4,-0.02
1676.5,1.06,-0.75,0.52,6.45,-7.38,0.4,-0.02
1676.64,1.07,-0.79,0.48,6.45,-7.39,0.38,-0.02
1676.78,1.09,-0.79,0.42,6.45,-7.36,0.37,-0.02
1676.92,1.1,-0.77,0.39,6.44,-7.33,0.36,-0.02
1677.05,1.05,-0.74,0.42,6.43,-7.34,0.37,-0.02
1677.19,0.97,-0.7,0.46,6.43,-7.37,0.38,-0.02
1677.33,0.93,-0.67,0.48,6.44,-7.38,0.39,-0.02
1677.47,0.95,-0.68,0.47,6.45,-7.39,0.4,-0.02
1677.6,0.97,-0.7,0.45,6.46,-7.39,0.4,-0.02
1677.74,1.0,-0.7,0.44,6.47,-7.39,0.39,-0.02
1677.88,1.02,-0.68,0.41,6.46,-7.38,0.39,-0.02
1678.02,1.01,-0.66,0.39,6.46,-7.37,0.39,-0.02
1678.15,1.0,-0.64,0.41,6.47,-7.35,0.4,-0.02
1678.29,0.96,-0.62,0.44,6.47,-7.37,0.42,-0.02
1678.43,0.95,-0.63,0.46,6.45,-7.42,0.44,-0.02
1678.56,0.97,-0.65,0.46,6.45,-7.43,0.45,-0.02
1678.7,1.01,-0.69,0.42,6.45,-7.39,0.44,-0.02
1678.84,1.03,-0.69,0.38,6.46,-7.36,0.42,-0.02
1678.98,1.03,-0.69,0.35,6.46,-7.34,0.4,-0.02
1679.11,1.02,-0.7,0.34,6.46,-7.34,0.37,-0.02
1679.25,1.02,-0.72,0.38,6.47,-7.34,0.37,-0.02
1679.39,1.02,-0.74,0.45,6.47,-7.35,0.39,-0.02
1679.53,0.99,-0.74,0.47,6.45,-7.35,0.42,-0.02
1679.66,0.99,-0.73,0.44,6.45,-7.35,0.42,-0.02
1679.8,0.99,-0.69,0.42,6.46,-7.35,0.42,-0.02
1679.94,1.01,-0.63,0.46,6.47,-7.34,0.42,-0.02
1680.08,1.03,-0.63,0.47,6.47,-7.34,0.41,-0.02
1680.21,1.04,-0.68,0.4,6.46,-7.34,0.4,-0.02
1680.35,1.04,-0.68,0.32,6.45,-7.35,0.4,-0.02
1680.49,1.03,-0.64,0.34,6.44,-7.35,0.4,-0.02
1680.63,1.01,-0.6,0.45,6.44,-7.36,0.39,-0.02
1680.76,1.0,-0.59,0.49,6.45,-7.36,0.38,-0.02
1680.9,1.02,-0.59,0.46,6.45,-7.35,0.38,-0.02
1681.04,1.07,-0.62,0.43,6.46,-7.33,0.37,-0.02
1681.18,1.1,-0.65,0.4,6.47,-7.34,0.37,-0.02
1681.31,1.11,-0.68,0.36,6.47,-7.36,0.39,-0.02
1681.45,1.1,-0.69,0.34,6.46,-7.38,0.41,-0.02
1681.59,1.07,-0.67,0.36,6.47,-7.38,0.42,-0.02
1681.72,1.05,-0.64,0.38,6.48,-7.38,0.42,-0.02
1681.86,1.04,-0.64,0.38,6.47,-7.39,0.4,-0.02
1682.0,1.03,-0.68,0.37,6.46,-7.38,0.37,-0.02
1682.14,1.02,-0.72,0.35,6.45,-7.37,0.36,-0.02
1682.27,1.02,-0.72,0.34,6.44,-7.37,0.36,-0.02
1682.41,1.06,-0.7,0.37,6.43,-7.37,0.37,-0.02
1682.55,1.08,-0.7,0.43,6.43,-7.37,0.35,-0.02
1682.69,1.07,-0.67,0.51,6.43,-7.37,0.35,-0.02
1682.82,1.07,-0.65,0.52,6.45,-7.37,0.37,-0.02
1682.96,1.06,-0.65,0.44,6.46,-7.35,0.4,-0.02
1683.1,1.06,-0.66,0.34,6.46,-7.34,0.41,-0.02
1683.24,1.09,-0.65,0.29,6.46,-7.34,0.41,-0.02
1683.37,1.1,-0.63,0.28,6.48,-7.35,0.41,-0.02
1683.51,1.1,-0.63,0.3,6.49,-7.34,0.39,-0.02
1683.65,1.12,-0.62,0.33,6.49,-7.33,0.36,-0.02
1683.79,1.11,-0.59,0.36,6.47,-7.34,0.37,-0.02
1683.92,1.04,-0.57,0.42,6.47,-7.34,0.39,-0.02
1684.06,0.98,-0.58,0.48,6.47,-7.34,0.37,-0.02
1684.2,0.96,-0.63,0.5,6.47,-7.34,0.35,-0.02
1684.33,0.96,-0.67,0.48,6.48,-7.35,0.35,-0.02
1684.47,0.97,-0.67,0.47,6.47,-7.36,0.36,-0.02
1684.61,0.99,-0.64,0.46,6.46,-7.36,0.38,-0.02
1684.75,1.02,-0.65,0.39,6.44,-7.36,0.4,-0.02
1684.89,1.04,-0.69,0.31,6.43,-7.37,0.38,-0.02
1685.02,1.04,-0.71,0.3,6.42,-7.37,0.35,-0.02
1685.16,1.04,-0.68,0.31,6.43,-7.38,0.35,-0.02
1685.3,1.04,-0.63,0.34,6.43,-7.37,0.38,-0.02
1685.44,1.07,-0.64,0.37,6.43,-7.36,0.4,-0.02
1685.57,1.08,-0.71,0.4,6.45,-7.36,0.41,-0.02
1685.71,1.08,-0.73,0.43,6.46,-7.37,0.39,-0.02
1685.85,1.12,-0.69,0.44,6.46,-7.38,0.37,-0.02
1685.98,1.15,-0.64,0.41,6.46,-7.38,0.37,-0.02
1686.12,1.17,-0.59,0.39,6.47,-7.38,0.38,-0.02
1686.26,1.17,-0.54,0.43,6.48,-7.37,0.38,-0.02
1686.4,1.15,-0.54,0.46,6.49,-7.36,0.37,-0.02
1686.54,1.08,-0.59,0.48,6.48,-7.36,0.36,-0.02
1686.67,1.03,-0.63,0.52,6.46,-7.35,0.36,-0.02
1686.81,1.0,-0.65,0.55,6.44,-7.35,0.37,-0.02
1686.95,0.98,-0.67,0.54,6.44,-7.35,0.37,-0.02
1687.08,0.99,-0.67,0.53,6.44,-7.36,0.37,-0.02
1687.22,1.01,-0.66,0.52,6.44,-7.36,0.36,-0.02
1687.36,1.04,-0.65,0.51,6.45,-7.35,0.37,-0.02
1687.5,1.06,-0.63,0.5,6.46,-7.34,0.39,-0.02
1687.63,1.05,-0.6,0.49,6.47,-7.34,0.41,-0.02
1687.77,1.04,-0.59,0.45,6.48,-7.34,0.42,-0.02
1687.91,1.02,-0.6,0.39,6.48,-7.35,0.42,-0.02
1688.05,1.02,-0.63,0.33,6.48,-7.35,0.41,-0.02
1688.18,1.04,-0.66,0.28,6.48,-7.33,0.4,-0.02
1688.32,1.05,-0.66,0.33,6.47,-7.33,0.39,-0.02
1688.46,1.06,-0.62,0.49,6.46,-7.34,0.39,-0.02
1688.6,1.05,-0.57,0.62,6.46,-7.34,0.38,-0.02
1688.73,1.04,-0.58,0.64,6.47,-7.35,0.37,-0.02
1688.87,1.03,-0.6,0.58,6.46,-7.35,0.39,-0.02
1689.01,1.02,-0.64,0.5,6.46,-7.36,0.41,-0.02
1689.15,1.03,-0.69,0.41,6.47,-7.38,0.42,-0.02
1689.28,1.08,-0.7,0.35,6.47,-7.4,0.41,-0.02
1689.42,1.15,-0.67,0.38,6.46,-7.38,0.39,-0.02
1689.56,1.19,-0.65,0.46,6.45,-7.36,0.38,-0.02
1689.69,1.17,-0.65,0.53,6.44,-7.35,0.39,-0.02
1689.83,1.11,-0.68,0.54,6.43,-7.37,0.41,-0.02
1689.97,1.08,-0.7,0.48,6.44,-7.38,0.4,-0.02
1690.11,1.11,-0.7,0.35,6.47,-7.39,0.39,-0.02
1690.24,1.12,-0.66,0.21,6.48,-7.39,0.39,-0.02
1690.38,1.08,-0.63,0.15,6.48,-7.37,0.39,-0.02
1690.52,1.04,-0.65,0.2,6.48,-7.35,0.4,-0.02
1690.66,1.03,-0.71,0.3,6.47,-7.33,0.39,-0.02
1690.79,1.03,-0.76,0.37,6.46,-7.33,0.39,-0.02
1690.93,1.03,-0.75,0.39,6.45,-7.35,0.4,-0.02
1691.07,1.03,-0.7,0.39,6.45,-7.37,0.4,-0.02
1691.21,1.05,-0.64,0.39,6.45,-7.38,0.38,-0.02
1691.34,1.09,-0.63,0.41,6.45,-7.39,0.36,-0.02
1691.48,1.15,-0.64,0.43,6.45,-7.39,0.36,-0.02
1691.62,1.17,-0.64,0.45,6.44,-7.39,0.37,-0.02
1691.76,1.14,-0.65,0.48,6.44,-7.37,0.37,-0.02
1691.89,1.09,-0.68,0.47,6.46,-7.36,0.37,-0.02
1692.03,1.05,-0.69,0.44,6.49,-7.35,0.35,-0.02
1692.17,1.01,-0.65,0.42,6.49,-7.35,0.34,-0.02
1692.31,0.97,-0.61,0.43,6.47,-7.34,0.34,-0.02
1692.44,0.96,-0.6,0.42,6.45,-7.35,0.36,-0.02
1692.58,1.0,-0.63,0.39,6.45,-7.37,0.39,-0.02
1692.72,1.03,-0.67,0.35,6.45,-7.38,0.41,-0.02
1692.85,1.02,-0.67,0.33,6.45,-7.39,0.41,-0.02
1692.99,1.05,-0.66,0.33,6.45,-7.4,0.4,-0.02
1693.13,1.06,-0.65,0.37,6.46,-7.39,0.39,-0.02
1693.27,1.04,-0.63,0.43,6.46,-7.38,0.41,-0.02
1693.4,1.04,-0.58,0.43,6.47,-7.36,0.44,-0.02
1693.54,1.08,-0.55,0.38,6.46,-7.37,0.45,-0.02
1693.68,1.12,-0.61,0.32,6.46,-7.37,0.43,-0.02
1693.82,1.1,-0.66,0.3,6.45,-7.36,0.41,-0.02
1693.95,1.05,-0.65,0.35,6.44,-7.35,0.4,-0.02
1694.09,1.01,-0.67,0.43,6.43,-7.35,0.4,-0.02
1694.23,0.99,-0.73,0.49,6.43,-7.35,0.41,-0.02
1694.37,1.03,-0.73,0.51,6.44,-7.33,0.4,-0.02
1694.5,1.07,-0.69,0.49,6.46,-7.33,0.4,-0.02
1694.64,1.09,-0.66,0.44,6.47,-7.34,0.41,-0.02
