Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
24.05,0.05,-0.04,0.01,0.51,0.02,9.3,0.79
24.06,0.07,-0.03,0.0,0.5,0.03,9.3,0.77
24.08,0.08,-0.03,-0.02,0.5,0.03,9.31,0.89
24.1,0.07,-0.02,-0.04,0.51,0.02,9.32,1.15
24.12,0.05,-0.01,-0.04,0.52,0.01,9.33,1.38
24.14,0.03,-0.0,-0.03,0.52,0.0,9.34,1.34
24.15,-0.0,-0.0,-0.02,0.53,-0.0,9.35,1.07
24.17,-0.03,0.0,-0.03,0.54,-0.0,9.36,0.83
24.19,-0.05,-0.0,-0.03,0.54,-0.0,9.36,0.77
24.21,-0.08,-0.01,-0.0,0.54,0.0,9.35,0.8
24.23,-0.11,-0.02,0.03,0.54,0.01,9.35,0.7
24.24,-0.13,-0.04,0.04,0.54,0.02,9.35,0.35
24.26,-0.13,-0.03,0.04,0.54,0.03,9.35,-0.09
24.28,-0.1,0.01,0.05,0.54,0.03,9.34,-0.36
24.3,-0.06,0.05,0.06,0.53,0.02,9.34,-0.39
24.31,-0.02,0.06,0.07,0.52,0.01,9.33,-0.37
24.33,0.01,0.05,0.07,0.51,0.0,9.33,-0.5
24.35,0.0,0.06,0.06,0.51,-0.0,9.33,-0.77
24.37,-0.01,0.06,0.05,0.51,-0.02,9.32,-0.99
24.39,-0.04,0.05,0.05,0.52,-0.03,9.33,-0.93
24.41,-0.06,0.06,0.05,0.52,-0.02,9.33,-0.65
24.42,-0.08,0.09,0.05,0.53,-0.01,9.32,-0.43
24.44,-0.08,0.1,0.05,0.53,-0.0,9.31,-0.37
24.46,-0.06,0.07,0.04,0.53,0.01,9.31,-0.4
24.48,-0.06,0.04,0.0,0.54,0.01,9.32,-0.28
24.5,-0.07,0.0,-0.02,0.54,0.02,9.33,0.1
24.51,-0.06,-0.03,-0.03,0.54,0.02,9.33,0.51
24.53,-0.03,-0.05,-0.05,0.54,0.01,9.34,0.77
24.55,-0.01,-0.05,-0.04,0.54,0.0,9.33,0.79
24.57,0.0,-0.05,-0.02,0.55,-0.0,9.33,0.77
24.58,-0.01,-0.04,0.01,0.55,-0.01,9.32,0.91
24.6,-0.03,-0.04,0.0,0.56,-0.02,9.32,1.2
24.62,-0.05,-0.02,-0.02,0.55,-0.02,9.33,1.39
24.64,-0.05,0.0,-0.03,0.55,-0.01,9.34,1.31
24.66,-0.05,0.03,-0.02,0.55,-0.0,9.35,1.05
24.67,-0.05,0.05,0.0,0.55,0.0,9.34,0.81
24.69,-0.07,0.05,0.01,0.55,0.0,9.32,0.77
24.71,-0.08,0.06,0.01,0.55,0.0,9.31,0.8
24.73,-0.07,0.07,-0.0,0.55,0.0,9.3,0.67
24.75,-0.03,0.09,-0.01,0.55,-0.01,9.29,0.28
24.76,-0.01,0.09,-0.01,0.54,-0.01,9.28,-0.13
24.78,-0.0,0.08,-0.0,0.53,-0.01,9.27,-0.37
24.8,0.01,0.07,0.0,0.53,-0.01,9.28,-0.39
24.82,0.03,0.03,-0.02,0.53,-0.01,9.3,-0.37
24.84,0.03,-0.01,-0.04,0.54,-0.01,9.31,-0.53
24.85,0.01,-0.02,-0.05,0.54,-0.0,9.33,-0.82
24.87,0.02,-0.01,-0.05,0.54,0.0,9.33,-0.99
24.89,0.04,0.0,-0.05,0.53,0.0,9.33,-0.9
24.91,0.07,-0.0,-0.04,0.53,0.0,9.33,-0.64
24.93,0.08,-0.01,-0.02,0.53,-0.0,9.33,-0.4
24.94,0.08,-0.01,-0.01,0.53,-0.01,9.33,-0.37
24.96,0.06,0.01,-0.01,0.53,-0.01,9.31,-0.4
24.98,0.02,0.04,0.0,0.53,-0.01,9.29,-0.25
25.0,-0.02,0.07,0.02,0.53,-0.01,9.28,0.12
25.01,-0.03,0.07,0.02,0.53,0.0,9.27,0.55
25.03,-0.03,0.05,0.03,0.52,0.01,9.27,0.78
25.05,-0.02,0.04,0.05,0.51,0.0,9.29,0.79
25.07,-0.01,0.01,0.07,0.51,-0.01,9.31,0.78
25.09,0.01,-0.04,0.07,0.51,-0.02,9.33,0.93
25.1,0.03,-0.07,0.08,0.52,-0.02,9.33,1.23
25.12,0.04,-0.06,0.07,0.53,-0.02,9.32,1.4
25.14,0.05,-0.02,0.05,0.53,-0.03,9.31,1.29
25.16,0.04,0.0,0.03,0.53,-0.02,9.3,1.02
25.18,0.02,0.0,0.02,0.53,-0.02,9.3,0.8
25.19,0.02,-0.01,0.01,0.53,-0.02,9.32,0.77
25.21,0.03,-0.03,0.01,0.53,-0.02,9.35,0.8
25.23,0.02,-0.03,0.04,0.53,-0.01,9.35,0.64
25.25,-0.01,-0.0,0.06,0.53,0.01,9.35,0.25
25.27,-0.04,0.02,0.07,0.53,0.02,9.34,-0.17
25.28,-0.08,0.02,0.04,0.54,0.02,9.32,-0.38
25.3,-0.09,0.01,-0.0,0.55,0.02,9.32,-0.38
25.32,-0.08,0.03,-0.05,0.55,0.02,9.32,-0.38
25.34,-0.05,0.07,-0.07,0.54,0.02,9.34,-0.54
25.36,-0.02,0.09,-0.07,0.54,0.02,9.35,-0.85
25.37,0.02,0.07,-0.05,0.54,0.02,9.35,-1.0
25.39,0.05,0.05,-0.03,0.54,0.02,9.35,-0.87
25.41,0.05,0.02,-0.03,0.54,0.01,9.34,-0.6
25.43,0.03,-0.0,-0.02,0.54,-0.01,9.31,-0.4
25.44,-0.0,-0.03,-0.02,0.53,-0.03,9.29,-0.38
25.46,-0.03,-0.03,-0.02,0.53,-0.03,9.29,-0.39
25.48,-0.03,-0.01,-0.01,0.52,-0.03,9.3,-0.22
25.5,-0.03,-0.0,0.0,0.51,-0.02,9.31,0.17
25.52,-0.04,-0.01,0.01,0.5,-0.01,9.31,0.59
25.53,-0.03,-0.02,0.01,0.51,-0.01,9.3,0.79
25.55,-0.01,-0.01,0.01,0.51,-0.0,9.29,0.78
25.57,0.01,0.0,-0.01,0.52,0.0,9.29,0.78
25.59,0.02,0.02,-0.03,0.53,0.01,9.3,0.96
25.61,-0.01,0.03,-0.02,0.53,0.01,9.32,1.26
25.62,-0.04,0.04,0.01,0.54,0.01,9.32,1.4
25.64,-0.04,0.01,0.02,0.54,0.0,9.31,1.26
25.66,-0.02,-0.02,0.03,0.54,-0.01,9.29,0.99
25.68,0.0,-0.06,0.04,0.54,-0.02,9.28,0.79
25.7,0.01,-0.09,0.04,0.54,-0.02,9.28,0.78
25.71,0.0,-0.1,0.02,0.55,-0.01,9.28,0.79
25.73,-0.01,-0.08,0.0,0.55,-0.0,9.28,0.59
25.75,-0.02,-0.03,-0.01,0.55,0.0,9.29,0.2
25.77,-0.02,0.03,-0.04,0.54,0.0,9.3,-0.19
25.79,-0.01,0.09,-0.05,0.54,0.0,9.31,-0.39
25.8,0.01,0.11,-0.06,0.54,0.0,9.32,-0.38
25.82,0.01,0.09,-0.05,0.54,0.01,9.33,-0.39
25.84,0.01,0.05,-0.06,0.54,0.0,9.34,-0.57
25.86,0.02,0.04,-0.05,0.54,0.0,9.35,-0.87
25.87,0.01,0.03,-0.04,0.54,0.0,9.35,-1.0
25.89,-0.01,0.02,-0.04,0.55,0.0,9.35,-0.86
25.91,-0.04,0.01,-0.04,0.55,-0.0,9.34,-0.56
25.93,-0.06,0.01,-0.05,0.54,-0.01,9.34,-0.38
25.95,-0.05,0.03,-0.05,0.53,-0.01,9.33,-0.38
25.96,-0.03,0.04,-0.06,0.53,-0.01,9.32,-0.39
25.98,-0.02,0.03,-0.07,0.54,-0.01,9.31,-0.17
26.0,-0.02,0.01,-0.06,0.54,-0.01,9.3,0.23
26.02,-0.01,-0.01,-0.02,0.54,-0.01,9.3,0.62
26.04,0.0,-0.02,0.02,0.54,-0.0,9.31,0.79
26.05,0.04,-0.04,0.05,0.55,-0.0,9.32,0.78
26.07,0.06,-0.03,0.05,0.56,0.0,9.33,0.8
26.09,0.05,-0.0,0.04,0.57,0.0,9.33,1.0
26.11,0.01,0.03,0.03,0.58,0.0,9.33,1.27
26.13,-0.04,0.05,0.02,0.57,0.0,9.32,1.4
26.14,-0.08,0.08,0.02,0.57,0.0,9.31,1.25
26.16,-0.09,0.08,0.03,0.56,0.01,9.3,0.94
26.18,-0.07,0.08,0.03,0.55,0.01,9.31,0.78
26.2,-0.05,0.08,0.02,0.55,0.01,9.33,0.79
26.22,-0.03,0.07,-0.0,0.54,0.01,9.34,0.78
26.23,-0.01,0.06,-0.01,0.53,0.01,9.34,0.57
26.25,0.01,0.07,-0.01,0.52,0.01,9.33,0.15
26.27,0.02,0.07,0.0,0.52,-0.0,9.31,-0.24
26.29,0.02,0.07,0.01,0.51,-0.01,9.29,-0.4
26.31,0.01,0.04,0.01,0.5,-0.02,9.29,-0.37
26.32,-0.01,0.02,0.01,0.5,-0.02,9.3,-0.4
26.34,-0.04,0.03,0.0,0.51,-0.01,9.32,-0.62
26.36,-0.07,0.05,-0.01,0.52,0.01,9.34,-0.89
26.38,-0.09,0.05,-0.02,0.53,0.01,9.35,-1.0
26.39,-0.09,0.04,-0.01,0.54,0.01,9.35,-0.83
26.41,-0.05,0.04,0.0,0.55,0.01,9.33,-0.53
26.43,-0.01,0.04,0.02,0.55,0.01,9.32,-0.38
26.45,-0.01,0.04,0.04,0.55,0.0,9.31,-0.39
26.47,-0.02,0.03,0.04,0.55,-0.0,9.3,-0.38
26.48,-0.04,0.03,0.03,0.55,-0.0,9.31,-0.15
26.5,-0.06,0.03,-0.0,0.55,0.0,9.31,0.28
26.52,-0.08,0.02,-0.05,0.55,0.01,9.32,0.65
26.54,-0.1,0.01,-0.08,0.54,0.01,9.31,0.8
26.56,-0.09,0.01,-0.07,0.53,0.0,9.3,0.77
26.57,-0.07,0.02,-0.07,0.53,-0.0,9.31,0.8
26.59,-0.06,0.02,-0.06,0.52,-0.01,9.32,1.04
26.61,-0.06,0.02,-0.04,0.52,-0.01,9.32,1.3
26.63,-0.07,0.01,-0.01,0.52,-0.01,9.31,1.39
26.65,-0.07,0.01,0.02,0.52,0.01,9.3,1.22
26.66,-0.06,0.02,0.03,0.52,0.03,9.31,0.93
26.68,-0.05,0.04,0.03,0.53,0.04,9.31,0.77
26.7,-0.04,0.04,0.03,0.53,0.04,9.32,0.79
26.72,-0.03,0.04,0.02,0.54,0.03,9.33,0.77
26.74,-0.03,0.03,-0.01,0.55,0.02,9.34,0.53
26.75,-0.02,0.01,-0.04,0.56,0.0,9.34,0.1
26.77,-0.02,-0.0,-0.05,0.56,-0.01,9.34,-0.27
26.79,-0.02,-0.01,-0.06,0.55,-0.01,9.33,-0.4
26.81,-0.02,-0.03,-0.07,0.54,-0.01,9.33,-0.37
26.82,-0.04,-0.05,-0.06,0.54,-0.01,9.33,-0.41
26.84,-0.07,-0.06,-0.05,0.53,-0.0,9.33,-0.65
26.86,-0.08,-0.05,-0.04,0.53,0.01,9.32,-0.91
26.88,-0.06,-0.03,-0.05,0.54,0.02,9.32,-0.99
26.9,-0.03,-0.06,-0.05,0.54,0.03,9.32,-0.8
26.92,-0.03,-0.1,-0.04,0.54,0.04,9.32,-0.51
26.93,-0.03,-0.09,-0.01,0.54,0.03,9.32,-0.37
26.95,-0.03,-0.05,0.02,0.54,0.02,9.32,-0.39
26.97,-0.02,0.01,0.04,0.54,0.01,9.34,-0.36
26.99,-0.03,0.04,0.04,0.54,0.0,9.35,-0.11
27.0,-0.04,0.05,0.03,0.54,-0.0,9.35,0.32
27.02,-0.04,0.04,0.03,0.54,-0.0,9.33,0.68
27.04,-0.04,0.03,0.01,0.54,0.0,9.32,0.8
27.06,-0.05,0.02,-0.01,0.54,0.01,9.31,0.77
27.08,-0.05,-0.0,-0.02,0.53,0.02,9.3,0.83
27.09,-0.05,-0.04,-0.02,0.53,0.02,9.32,1.07
27.11,-0.05,-0.06,-0.02,0.53,0.02,9.33,1.33
27.13,-0.05,-0.03,-0.03,0.53,0.01,9.33,1.39
27.15,-0.04,-0.01,-0.03,0.52,0.01,9.32,1.17
27.17,-0.05,0.0,-0.03,0.53,0.01,9.32,0.9
27.18,-0.05,-0.01,-0.03,0.54,0.02,9.31,0.77
27.2,-0.02,-0.01,-0.02,0.54,0.01,9.3,0.79
27.22,0.01,-0.01,-0.03,0.54,0.01,9.28,0.76
27.24,0.04,-0.0,-0.05,0.54,-0.01,9.27,0.49
27.26,0.06,0.0,-0.06,0.54,-0.02,9.28,0.05
27.27,0.06,0.0,-0.06,0.53,-0.03,9.3,-0.3
27.29,0.05,-0.01,-0.04,0.52,-0.02,9.31,-0.4
27.31,0.03,-0.05,-0.02,0.52,-0.01,9.32,-0.37
27.33,0.01,-0.1,-0.01,0.52,-0.0,9.34,-0.43
27.34,0.01,-0.12,-0.01,0.52,-0.0,9.35,-0.67
27.36,0.01,-0.11,-0.0,0.52,0.0,9.36,-0.94
27.38,0.01,-0.08,0.01,0.53,0.01,9.37,-0.98
27.4,0.01,-0.05,0.01,0.53,0.01,9.35,-0.75
27.42,0.02,-0.03,0.01,0.54,0.01,9.34,-0.49
27.44,0.02,-0.02,0.0,0.54,0.01,9.32,-0.37
27.45,0.03,-0.02,0.0,0.53,0.0,9.31,-0.39
27.47,0.05,-0.02,0.0,0.52,0.0,9.32,-0.35
27.49,0.05,-0.02,-0.02,0.52,-0.0,9.33,-0.07
27.51,0.02,-0.02,-0.03,0.52,0.0,9.33,0.37
27.52,-0.03,-0.02,-0.02,0.52,-0.0,9.33,0.71
27.54,-0.08,-0.0,-0.0,0.52,-0.0,9.33,0.8
27.56,-0.1,0.02,0.01,0.52,0.0,9.33,0.77
27.58,-0.08,0.06,0.01,0.52,0.0,9.33,0.84
27.6,-0.08,0.09,0.01,0.52,0.0,9.33,1.08
27.61,-0.1,0.11,0.01,0.52,-0.0,9.32,1.35
27.63,-0.11,0.11,-0.0,0.51,-0.01,9.32,1.38
27.65,-0.09,0.11,-0.02,0.51,-0.02,9.3,1.13
27.67,-0.05,0.09,-0.05,0.52,-0.02,9.3,0.88
27.69,-0.02,0.05,-0.04,0.52,-0.01,9.29,0.77
27.7,0.0,0.02,-0.03,0.53,-0.0,9.3,0.8
27.72,0.02,0.01,-0.02,0.53,0.01,9.33,0.74
27.74,0.02,0.01,-0.02,0.52,0.01,9.34,0.44
27.76,-0.0,0.01,-0.02,0.53,0.01,9.34,0.0
27.78,-0.01,-0.01,-0.01,0.53,0.0,9.34,-0.32
27.79,-0.01,-0.02,-0.01,0.55,-0.0,9.34,-0.4
27.81,-0.03,-0.02,-0.01,0.56,-0.01,9.32,-0.37
27.83,-0.07,-0.01,-0.01,0.56,-0.0,9.3,-0.45
27.85,-0.1,0.0,-0.01,0.55,0.0,9.29,-0.7
27.87,-0.12,0.0,-0.02,0.53,0.01,9.29,-0.96
27.88,-0.1,-0.01,-0.04,0.52,0.0,9.3,-0.96
27.9,-0.08,-0.01,-0.05,0.52,0.01,9.32,-0.73
27.92,-0.06,0.0,-0.05,0.53,0.02,9.32,-0.45
27.94,-0.04,0.01,-0.04,0.53,0.03,9.31,-0.37
27.96,-0.04,0.01,-0.03,0.53,0.03,9.3,-0.4
27.97,-0.03,0.01,-0.03,0.53,0.03,9.31,-0.33
27.99,-0.02,0.02,-0.02,0.53,0.03,9.32,0.0
28.01,-0.02,0.02,-0.01,0.53,0.03,9.32,0.42
28.03,-0.02,0.02,-0.01,0.54,0.03,9.3,0.73
28.04,-0.03,0.01,-0.0,0.55,0.02,9.3,0.8
28.06,-0.06,-0.02,-0.0,0.55,0.01,9.3,0.77
28.08,-0.08,-0.03,0.0,0.54,0.01,9.3,0.87
28.1,-0.07,-0.04,0.01,0.54,0.01,9.3,1.13
28.12,-0.05,-0.03,0.02,0.53,0.01,9.29,1.36
28.13,-0.03,-0.02,0.02,0.53,0.01,9.29,1.35
28.15,-0.03,-0.0,0.01,0.53,0.01,9.29,1.12
28.17,-0.03,0.01,-0.01,0.54,0.01,9.29,0.84
28.19,-0.02,-0.0,-0.02,0.54,0.01,9.29,0.77
28.21,-0.02,-0.01,-0.04,0.54,0.01,9.29,0.8
28.22,-0.02,-0.01,-0.04,0.53,0.01,9.31,0.72
28.24,-0.03,0.0,-0.03,0.52,0.0,9.32,0.4
28.26,-0.04,0.01,-0.01,0.52,0.0,9.34,-0.04
28.28,-0.03,0.02,0.01,0.52,0.01,9.35,-0.34
28.3,-0.02,0.03,0.02,0.53,0.01,9.35,-0.4
28.31,-0.01,0.03,0.02,0.53,0.02,9.35,-0.37
28.33,-0.03,0.02,0.02,0.54,0.02,9.35,-0.48
28.35,-0.04,0.01,0.01,0.54,0.01,9.34,-0.75
28.37,-0.05,0.0,0.01,0.54,-0.0,9.32,-0.97
28.39,-0.04,-0.01,0.01,0.54,-0.01,9.31,-0.94
28.4,-0.02,-0.02,0.02,0.54,-0.0,9.31,-0.7
28.42,0.0,-0.01,0.02,0.54,0.0,9.32,-0.43
28.44,0.01,0.03,0.01,0.54,0.01,9.33,-0.37
28.46,0.0,0.06,0.01,0.53,0.01,9.33,-0.4
28.47,-0.0,0.06,0.01,0.54,0.01,9.33,-0.31
28.49,-0.01,0.04,0.03,0.54,0.01,9.32,0.03
28.51,-0.02,0.02,0.03,0.55,-0.0,9.31,0.47
28.53,-0.04,-0.01,0.03,0.55,-0.01,9.31,0.75
28.55,-0.05,-0.03,0.03,0.55,-0.02,9.32,0.79
28.56,-0.03,-0.04,0.03,0.55,-0.02,9.35,0.77
28.58,0.02,-0.05,0.02,0.54,-0.02,9.36,0.88
28.6,0.07,-0.05,0.01,0.53,-0.01,9.36,1.17
28.62,0.12,-0.05,0.03,0.53,-0.01,9.35,1.38
28.64,0.12,-0.05,0.07,0.52,-0.0,9.35,1.33
28.65,0.1,-0.05,0.1,0.51,-0.0,9.34,1.08
28.67,0.05,-0.03,0.11,0.51,-0.0,9.33,0.83
28.69,0.02,0.02,0.1,0.51,0.0,9.33,0.77
28.71,0.0,0.06,0.07,0.52,0.0,9.34,0.8
28.73,-0.0,0.08,0.06,0.52,0.0,9.34,0.7
28.74,0.0,0.09,0.08,0.53,-0.0,9.34,0.35
28.76,0.01,0.08,0.11,0.53,0.01,9.33,-0.09
28.78,0.02,0.08,0.11,0.54,0.02,9.31,-0.36
28.8,0.02,0.09,0.1,0.54,0.02,9.3,-0.39
28.82,0.03,0.09,0.08,0.54,0.02,9.3,-0.37
28.83,0.05,0.08,0.04,0.54,0.02,9.29,-0.49
28.85,0.04,0.06,0.01,0.54,0.01,9.3,-0.78
28.87,0.02,0.05,-0.01,0.54,0.0,9.31,-0.98
28.89,-0.01,0.05,-0.02,0.54,-0.01,9.31,-0.92
28.9,-0.03,0.05,-0.04,0.54,-0.01,9.31,-0.67
28.92,-0.01,0.04,-0.07,0.53,-0.01,9.32,-0.43
28.94,0.01,0.03,-0.08,0.53,-0.01,9.33,-0.37
28.96,-0.01,0.02,-0.08,0.53,-0.02,9.31,-0.4
28.98,-0.04,-0.01,-0.08,0.54,-0.03,9.29,-0.27
29.0,-0.05,-0.04,-0.07,0.54,-0.03,9.27,0.08
29.01,-0.06,-0.08,-0.06,0.54,-0.02,9.26,0.53
29.03,-0.08,-0.1,-0.06,0.53,-0.0,9.25,0.77
29.05,-0.08,-0.11,-0.07,0.52,0.02,9.26,0.79
29.07,-0.08,-0.09,-0.08,0.51,0.03,9.28,0.77
29.08,-0.07,-0.06,-0.09,0.51,0.02,9.29,0.91
29.1,-0.05,-0.04,-0.09,0.52,0.02,9.31,1.2
29.12,-0.03,-0.03,-0.06,0.52,0.02,9.33,1.39
29.14,-0.01,-0.02,-0.04,0.53,0.02,9.33,1.32
29.16,0.01,-0.0,-0.01,0.54,0.02,9.32,1.04
29.17,0.02,0.02,-0.0,0.54,0.02,9.3,0.82
29.19,0.03,0.05,-0.01,0.53,0.02,9.3,0.77
29.21,0.03,0.07,-0.02,0.53,0.02,9.31,0.8
29.23,0.03,0.08,-0.02,0.53,0.01,9.32,0.65
29.25,0.02,0.07,-0.03,0.53,0.01,9.32,0.3
29.26,0.01,0.06,-0.05,0.54,0.0,9.32,-0.13
29.28,0.01,0.03,-0.08,0.54,-0.0,9.33,-0.37
29.3,0.01,-0.02,-0.08,0.53,-0.0,9.34,-0.39
29.32,-0.01,-0.05,-0.06,0.52,-0.01,9.35,-0.37
29.34,-0.02,-0.05,-0.03,0.51,-0.01,9.35,-0.53
29.35,-0.03,-0.05,0.0,0.51,-0.0,9.35,-0.8
29.37,-0.03,-0.05,0.03,0.51,0.0,9.35,-1.0
29.39,-0.04,-0.04,0.03,0.51,0.01,9.34,-0.91
29.41,-0.04,-0.01,0.01,0.51,0.01,9.32,-0.62
29.42,-0.03,-0.01,-0.02,0.51,0.0,9.32,-0.41
29.44,-0.01,-0.03,-0.04,0.52,-0.01,9.31,-0.37
29.46,-0.0,-0.04,-0.07,0.52,-0.01,9.3,-0.4
29.48,-0.01,-0.03,-0.08,0.52,-0.02,9.31,-0.25
29.5,-0.03,-0.02,-0.06,0.53,-0.01,9.31,0.12
29.51,-0.04,-0.03,-0.02,0.55,-0.0,9.31,0.55
29.53,-0.01,-0.06,0.01,0.56,0.0,9.31,0.78
29.55,0.02,-0.07,0.02,0.56,-0.0,9.33,0.79
29.57,0.07,-0.08,0.01,0.55,-0.0,9.35,0.78
29.59,0.09,-0.08,0.01,0.54,0.0,9.35,0.94
29.6,0.09,-0.06,0.01,0.54,0.01,9.35,1.22
29.62,0.07,-0.01,0.0,0.55,0.01,9.34,1.4
29.64,0.04,0.03,-0.01,0.55,0.02,9.33,1.3
29.66,0.01,0.06,-0.01,0.56,0.02,9.34,1.0
29.68,-0.03,0.06,-0.01,0.56,0.03,9.34,0.8
29.69,-0.05,0.05,-0.01,0.56,0.03,9.34,0.77
29.71,-0.06,0.03,-0.0,0.55,0.01,9.33,0.79
29.73,-0.07,0.01,0.01,0.54,0.0,9.31,0.64
29.75,-0.07,0.01,0.01,0.52,-0.01,9.3,0.23
29.77,-0.08,0.02,-0.02,0.51,-0.01,9.3,-0.17
29.78,-0.08,0.02,-0.03,0.51,-0.01,9.29,-0.39
29.8,-0.1,0.01,-0.02,0.52,-0.01,9.28,-0.38
29.82,-0.1,-0.0,-0.01,0.53,-0.0,9.28,-0.38
29.84,-0.1,-0.01,-0.01,0.54,0.0,9.28,-0.56
29.86,-0.07,0.01,-0.02,0.55,0.01,9.29,-0.85
29.87,-0.03,0.04,-0.03,0.55,0.03,9.31,-1.0
29.89,-0.01,0.06,-0.04,0.55,0.03,9.32,-0.87
29.91,-0.01,0.07,-0.05,0.53,0.03,9.33,-0.59
29.93,-0.02,0.09,-0.05,0.52,0.02,9.34,-0.39
29.94,-0.03,0.09,-0.04,0.52,0.01,9.33,-0.38
29.96,-0.05,0.07,-0.03,0.51,-0.0,9.32,-0.39
29.98,-0.06,0.05,-0.02,0.51,-0.01,9.32,-0.22
30.0,-0.06,0.03,-0.01,0.51,-0.0,9.31,0.2
30.02,-0.06,0.01,-0.01,0.51,0.0,9.31,0.59
30.03,-0.05,-0.0,-0.03,0.52,-0.0,9.3,0.79
30.05,-0.07,-0.02,-0.02,0.54,-0.0,9.31,0.78
30.07,-0.09,-0.02,-0.01,0.54,-0.0,9.33,0.78
30.09,-0.09,-0.01,-0.01,0.55,-0.0,9.33,0.97
30.11,-0.08,-0.01,-0.0,0.55,-0.01,9.33,1.26
30.12,-0.06,-0.01,0.01,0.54,-0.01,9.32,1.4
30.14,-0.03,-0.01,0.03,0.53,0.0,9.31,1.26
30.16,-0.01,-0.03,0.05,0.52,0.01,9.31,0.99
30.18,0.01,-0.05,0.05,0.52,0.01,9.32,0.78
30.2,0.03,-0.04,0.03,0.51,0.01,9.33,0.78
30.21,0.05,-0.02,0.01,0.51,-0.01,9.34,0.79
30.23,0.06,-0.02,-0.01,0.51,-0.02,9.34,0.61
30.25,0.07,-0.03,-0.02,0.51,-0.02,9.34,0.17
30.27,0.05,-0.02,-0.02,0.53,-0.02,9.33,-0.21
30.29,0.02,0.02,-0.01,0.54,-0.02,9.33,-0.39
30.3,-0.03,0.05,-0.01,0.55,-0.01,9.32,-0.38
30.32,-0.07,0.06,-0.02,0.54,-0.0,9.32,-0.39
30.34,-0.09,0.08,-0.03,0.54,0.0,9.32,-0.59
30.36,-0.09,0.1,-0.03,0.54,0.0,9.32,-0.87
30.37,-0.09,0.11,-0.03,0.54,0.0,9.32,-1.0
30.39,-0.08,0.1,-0.02,0.54,0.01,9.32,-0.85
30.41,-0.08,0.1,-0.0,0.53,0.02,9.31,-0.56
30.43,-0.08,0.08,0.0,0.53,0.02,9.3,-0.38
30.45,-0.06,0.05,-0.03,0.53,0.02,9.29,-0.38
30.47,-0.04,0.01,-0.05,0.53,0.02,9.29,-0.38
30.48,-0.02,-0.01,-0.04,0.53,0.01,9.3,-0.17
30.5,-0.01,-0.04,-0.04,0.53,0.01,9.31,0.23
30.52,0.01,-0.05,-0.03,0.53,0.01,9.33,0.64
30.54,0.04,-0.05,-0.03,0.52,0.01,9.34,0.79
30.56,0.05,-0.05,-0.04,0.52,0.0,9.33,0.77
30.57,0.04,-0.05,-0.05,0.52,0.0,9.32,0.8
30.59,0.02,-0.06,-0.06,0.52,-0.0,9.3,1.02
30.61,0.01,-0.05,-0.06,0.52,-0.01,9.3,1.29
30.63,0.01,0.02,-0.04,0.53,-0.01,9.3,1.4
30.64,-0.0,0.08,-0.02,0.53,-0.01,9.3,1.23
30.66,-0.02,0.11,-0.01,0.54,-0.0,9.3,0.94
30.68,-0.03,0.1,-0.01,0.55,0.01,9.3,0.78
30.7,-0.04,0.09,-0.01,0.55,0.02,9.31,0.79
30.72,-0.05,0.09,0.0,0.55,0.01,9.31,0.78
30.73,-0.04,0.09,0.03,0.54,0.0,9.31,0.55
30.75,-0.0,0.08,0.04,0.54,0.0,9.31,0.15
30.77,0.03,0.06,0.02,0.54,0.0,9.32,-0.25
30.79,0.04,0.03,-0.0,0.53,0.01,9.34,-0.4
30.81,0.03,0.02,-0.02,0.53,0.01,9.36,-0.37
30.82,0.01,0.02,-0.04,0.53,0.01,9.38,-0.4
30.84,0.0,0.01,-0.07,0.52,0.01,9.37,-0.62
30.86,-0.01,-0.0,-0.07,0.51,0.01,9.36,-0.9
30.88,0.01,-0.02,-0.06,0.51,0.02,9.35,-1.0
30.9,0.04,-0.04,-0.04,0.51,0.01,9.33,-0.82
30.91,0.07,-0.04,-0.03,0.52,0.01,9.3,-0.53
30.93,0.1,-0.05,-0.0,0.53,0.01,9.28,-0.38
30.95,0.13,-0.05,0.01,0.53,0.0,9.29,-0.39
30.97,0.12,-0.03,0.02,0.53,-0.01,9.31,-0.38
30.99,0.07,-0.01,0.04,0.53,-0.01,9.32,-0.13
31.0,0.03,0.02,0.05,0.54,-0.0,9.32,0.28
31.02,-0.01,0.04,0.05,0.54,0.0,9.32,0.67
31.04,-0.04,0.05,0.02,0.54,0.0,9.32,0.8
31.06,-0.05,0.03,-0.02,0.54,0.0,9.31,0.77
31.07,-0.03,0.01,-0.03,0.54,0.01,9.3,0.81
31.09,-0.02,0.0,-0.04,0.54,0.01,9.3,1.04
31.11,-0.02,0.01,-0.05,0.55,0.01,9.3,1.31
31.13,-0.03,-0.01,-0.05,0.55,0.02,9.31,1.39
31.15,-0.04,-0.01,-0.04,0.55,0.03,9.32,1.2
31.17,-0.03,-0.01,-0.04,0.55,0.02,9.32,0.91
31.18,-0.01,-0.0,-0.05,0.55,0.02,9.32,0.77
31.2,0.02,0.0,-0.06,0.55,0.01,9.3,0.79
31.22,0.03,0.01,-0.06,0.54,-0.0,9.3,0.77
31.24,0.04,0.01,-0.04,0.53,-0.01,9.31,0.51
