Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
21.23,-0.02,0.01,0.04,-8.04,-0.26,-6.06
21.25,-0.02,0.04,0.02,-8.03,-0.26,-6.06
21.28,-0.02,-0.02,0.01,-8.04,-0.26,-6.08
21.3,-0.0,-0.02,-0.01,-8.04,-0.28,-6.06
21.32,-0.0,0.02,-0.01,-8.03,-0.25,-6.06
21.35,0.01,-0.01,0.01,-8.03,-0.25,-6.09
21.37,0.01,-0.02,-0.02,-8.03,-0.26,-6.07
21.4,-0.0,-0.02,-0.04,-8.04,-0.25,-6.06
21.42,0.01,-0.01,0.01,-8.04,-0.27,-6.09
21.45,0.01,0.04,0.01,-8.04,-0.26,-6.07
21.47,-0.0,0.05,0.01,-8.03,-0.25,-6.07
21.5,-0.0,-0.01,-0.02,-8.02,-0.26,-6.05
21.52,-0.0,0.05,-0.02,-8.02,-0.27,-6.06
21.54,0.01,0.01,-0.01,-8.04,-0.26,-6.09
21.57,-0.02,-0.07,0.01,-8.04,-0.25,-6.06
21.59,-0.03,0.11,0.04,-8.03,-0.25,-6.07
21.62,-0.02,-0.02,0.01,-8.03,-0.26,-6.09
21.64,-0.03,-0.1,-0.01,-8.04,-0.28,-6.06
21.67,-0.0,0.08,-0.02,-8.04,-0.27,-6.06
21.69,0.01,0.22,0.01,-8.03,-0.26,-6.07
21.71,-0.0,-0.18,-0.02,-8.05,-0.26,-6.1
21.74,0.03,-0.08,-0.02,-8.04,-0.25,-6.07
21.76,-0.0,0.24,-0.02,-8.05,-0.25,-6.06
21.79,0.01,-0.02,0.01,-8.03,-0.26,-6.07
21.81,-0.0,-0.16,-0.02,-8.04,-0.26,-6.04
21.83,-0.0,0.1,-0.01,-8.04,-0.26,-6.06
21.86,-0.02,0.1,0.01,-8.03,-0.26,-6.06
21.88,-0.0,-0.12,0.01,-8.04,-0.27,-6.05
21.91,0.03,-0.02,0.01,-8.04,-0.25,-6.06
21.93,0.03,0.08,0.01,-8.03,-0.25,-6.08
21.96,0.03,0.1,-0.01,-8.03,-0.25,-6.05
21.98,-0.0,-0.05,0.01,-8.03,-0.26,-6.08
22.0,-0.0,-0.01,-0.01,-8.03,-0.26,-6.05
22.03,-0.0,0.05,0.01,-8.02,-0.24,-6.07
22.05,-0.0,-0.01,0.04,-8.03,-0.26,-6.09
22.08,-0.0,-0.04,0.04,-8.03,-0.27,-6.07
22.1,-0.02,-0.02,0.01,-8.04,-0.27,-6.06
22.13,0.01,0.1,0.01,-8.05,-0.27,-6.07
22.15,-0.02,0.01,-0.01,-8.04,-0.26,-6.08
22.17,0.01,-0.05,0.01,-8.05,-0.27,-6.06
22.2,-0.02,0.01,-0.02,-8.05,-0.26,-6.05
22.22,0.01,0.1,0.02,-8.05,-0.25,-6.05
22.25,-0.03,0.04,-0.01,-8.04,-0.25,-6.06
22.27,-0.0,-0.08,0.01,-8.05,-0.26,-6.09
22.3,0.01,0.02,-0.02,-8.04,-0.27,-6.06
22.32,0.03,0.07,-0.02,-8.05,-0.27,-6.06
22.34,0.03,-0.05,0.01,-8.03,-0.26,-6.05
22.37,-0.0,0.07,-0.01,-8.02,-0.26,-6.08
22.39,-0.0,-0.1,-0.01,-8.03,-0.27,-6.08
22.42,-0.0,-0.02,-0.01,-8.04,-0.27,-6.05
22.44,-0.03,0.01,-0.01,-8.03,-0.26,-6.07
22.47,-0.03,0.24,-0.01,-8.03,-0.25,-6.07
22.49,-0.02,0.04,0.01,-8.04,-0.25,-6.09
22.51,-0.0,-0.31,-0.04,-8.05,-0.26,-6.06
22.54,0.01,0.13,-0.02,-8.03,-0.25,-6.05
22.56,-0.0,0.22,0.01,-8.04,-0.25,-6.08
22.59,-0.02,-0.22,0.01,-8.04,-0.24,-6.07
22.61,0.01,-0.15,0.04,-8.04,-0.26,-6.05
22.64,0.01,0.24,-0.01,-8.04,-0.27,-6.06
22.66,-0.0,0.07,-0.01,-8.04,-0.26,-6.05
22.68,-0.03,-0.19,0.01,-8.04,-0.27,-6.09
22.71,-0.03,0.01,0.01,-8.04,-0.27,-6.05
22.73,-0.02,0.11,-0.02,-8.03,-0.25,-6.07
22.76,-0.02,-0.02,-0.01,-8.03,-0.26,-6.08
22.78,-0.03,-0.15,0.02,-8.03,-0.27,-6.07
22.81,-0.0,0.08,0.01,-8.04,-0.26,-6.07
22.83,-0.02,0.02,0.02,-8.04,-0.28,-6.08
22.86,-0.02,-0.08,-0.01,-8.04,-0.27,-6.06
22.88,0.01,0.01,0.02,-8.04,-0.27,-6.07
22.9,-0.0,0.05,0.01,-8.04,-0.27,-6.06
22.93,-0.02,0.04,0.02,-8.02,-0.25,-6.06
22.95,-0.0,-0.04,-0.01,-8.02,-0.26,-6.07
22.98,-0.02,0.05,-0.04,-8.04,-0.26,-6.08
23.0,-0.02,0.05,-0.02,-8.03,-0.25,-6.07
23.03,-0.0,0.02,-0.01,-8.03,-0.26,-6.05
23.05,-0.03,-0.04,-0.01,-8.02,-0.25,-6.07
23.07,0.01,0.07,0.01,-8.03,-0.26,-6.05
23.1,0.03,0.02,-0.02,-8.03,-0.25,-6.07
23.12,0.01,-0.04,-0.01,-8.02,-0.25,-6.07
23.15,-0.0,0.04,0.01,-8.02,-0.26,-6.06
23.17,-0.05,-0.01,-0.01,-8.02,-0.24,-6.07
23.2,-0.0,-0.04,0.01,-8.03,-0.25,-6.05
23.22,0.01,0.02,-0.01,-8.04,-0.27,-6.05
23.24,0.03,0.07,0.02,-8.04,-0.25,-6.07
23.27,0.03,-0.08,0.02,-8.03,-0.26,-6.09
23.29,-0.0,-0.04,0.02,-8.03,-0.27,-6.09
23.32,0.03,0.08,0.02,-8.04,-0.27,-6.07
23.34,-0.0,-0.01,-0.02,-8.04,-0.26,-6.08
23.37,-0.0,-0.04,-0.02,-8.04,-0.26,-6.07
23.39,-0.0,0.05,0.01,-8.03,-0.26,-6.05
23.41,-0.02,-0.02,0.02,-8.04,-0.27,-6.06
23.44,-0.02,-0.05,0.01,-8.03,-0.26,-6.07
23.46,-0.0,0.07,-0.02,-8.03,-0.25,-6.08
23.49,-0.0,0.04,-0.01,-8.04,-0.26,-6.06
23.51,0.01,-0.04,0.02,-8.02,-0.26,-6.05
23.54,-0.0,-0.04,-0.01,-8.04,-0.26,-6.07
23.56,0.03,0.04,-0.02,-8.04,-0.26,-6.09
23.58,0.03,-0.02,-0.02,-8.04,-0.26,-6.05
23.61,-0.0,-0.02,0.01,-8.04,-0.26,-6.06
23.63,-0.03,0.04,0.02,-8.02,-0.26,-6.07
23.66,-0.02,-0.01,0.02,-8.02,-0.26,-6.05
23.68,-0.0,-0.05,0.02,-8.03,-0.25,-6.07
23.71,-0.0,0.01,0.01,-8.02,-0.25,-6.08
23.73,0.01,0.02,0.02,-8.04,-0.24,-6.08
23.75,-0.0,-0.04,0.01,-8.04,-0.27,-6.08
23.78,0.01,0.01,0.02,-8.04,-0.26,-6.08
23.8,0.01,0.04,0.04,-8.03,-0.25,-6.06
23.83,0.03,-0.02,-0.04,-8.04,-0.25,-6.04
23.85,-0.0,-0.05,-0.02,-8.02,-0.27,-6.06
23.88,-0.02,0.07,-0.01,-8.03,-0.26,-6.07
23.9,-0.0,0.01,0.01,-8.03,-0.26,-6.09
23.92,0.01,-0.08,0.01,-8.05,-0.26,-6.08
23.95,-0.0,0.07,0.01,-8.03,-0.25,-6.04
23.97,-0.02,-0.16,0.02,-8.03,-0.25,-6.06
24.0,-0.02,0.04,0.01,-8.04,-0.26,-6.05
24.02,0.01,0.05,0.01,-8.04,-0.27,-6.06
24.04,-0.0,0.1,0.02,-8.03,-0.27,-6.07
24.07,0.03,-0.08,-0.01,-8.03,-0.27,-6.07
24.09,-0.02,-0.15,-0.01,-8.04,-0.27,-6.05
24.12,-0.03,0.11,-0.01,-8.04,-0.25,-6.06
24.14,0.01,0.17,0.02,-8.04,-0.26,-6.08
24.17,0.01,-0.25,0.02,-8.04,-0.27,-6.05
24.19,0.04,-0.07,0.01,-8.05,-0.27,-6.06
24.21,0.01,0.25,-0.01,-8.03,-0.27,-6.07
24.24,0.01,-0.01,0.01,-8.02,-0.27,-6.1
24.26,-0.02,-0.15,-0.01,-8.03,-0.28,-6.05
24.29,-0.0,0.14,0.02,-8.02,-0.27,-6.05
24.31,-0.02,0.04,0.01,-8.03,-0.26,-6.06
24.34,0.01,-0.16,0.04,-8.04,-0.26,-6.05
24.36,-0.0,0.05,-0.01,-8.04,-0.26,-6.06
24.38,-0.03,0.16,-0.01,-8.02,-0.25,-6.09
24.41,-0.02,-0.19,0.01,-8.04,-0.26,-6.07
24.43,0.03,-0.08,-0.01,-8.04,-0.26,-6.06
24.46,0.01,0.14,-0.02,-8.03,-0.25,-6.09
24.48,0.01,-0.02,-0.01,-8.03,-0.25,-6.09
24.51,-0.0,-0.08,0.01,-8.04,-0.25,-6.07
24.53,0.01,0.04,-0.02,-8.02,-0.27,-6.07
24.55,0.01,0.07,-0.02,-8.04,-0.26,-6.07
24.58,0.03,-0.02,0.02,-8.04,-0.26,-6.07
24.6,0.01,-0.1,-0.01,-8.03,-0.26,-6.08
24.63,0.03,0.05,-0.01,-8.02,-0.27,-6.08
24.65,-0.02,-0.02,-0.02,-8.03,-0.27,-6.08
24.68,0.03,-0.08,0.02,-8.03,-0.25,-6.06
24.7,0.03,0.07,0.02,-8.04,-0.26,-6.06
24.72,0.03,0.02,0.04,-8.03,-0.26,-6.07
24.75,0.01,-0.12,0.01,-8.03,-0.26,-6.07
24.77,-0.0,0.04,-0.01,-8.02,-0.26,-6.05
24.8,0.03,0.11,-0.01,-8.02,-0.26,-6.07
24.82,-0.0,-0.07,0.01,-8.05,-0.26,-6.08
24.85,-0.0,-0.12,-0.01,-8.04,-0.26,-6.06
24.87,0.01,0.13,-0.02,-8.03,-0.25,-6.07
24.89,0.06,0.05,-0.01,-8.04,-0.26,-6.09
24.92,-0.02,-0.15,0.01,-8.04,-0.26,-6.07
24.94,0.01,0.08,0.01,-8.04,-0.27,-6.07
24.97,-0.0,0.07,0.01,-8.04,-0.27,-6.07
24.99,-0.0,-0.1,0.02,-8.03,-0.26,-6.06
25.02,-0.0,0.02,-0.01,-8.02,-0.27,-6.06
25.04,-0.0,0.02,0.01,-8.05,-0.25,-6.09
25.06,-0.02,-0.04,-0.01,-8.03,-0.25,-6.07
25.09,-0.03,-0.04,-0.01,-8.03,-0.27,-6.06
25.11,-0.02,0.02,0.01,-8.04,-0.26,-6.07
25.14,0.03,-0.02,-0.01,-8.03,-0.26,-6.06
25.16,-0.02,-0.02,0.02,-8.04,-0.25,-6.07
25.19,-0.02,0.05,-0.01,-8.05,-0.27,-6.07
25.21,0.01,0.02,-0.01,-8.04,-0.28,-6.07
25.23,0.01,-0.04,-0.01,-8.04,-0.27,-6.07
25.26,-0.02,0.01,-0.01,-8.04,-0.26,-6.08
25.28,-0.0,0.05,-0.01,-8.04,-0.26,-6.08
25.31,-0.02,-0.04,-0.01,-8.03,-0.26,-6.08
25.33,0.01,-0.04,-0.01,-8.04,-0.27,-6.08
25.36,0.01,0.04,0.02,-8.03,-0.26,-6.06
25.38,-0.0,0.01,-0.01,-8.02,-0.27,-6.09
25.4,0.03,-0.13,0.02,-8.03,-0.26,-6.09
25.43,0.01,-0.04,-0.02,-8.03,-0.26,-6.06
25.45,-0.02,0.05,0.01,-8.03,-0.25,-6.07
25.48,-0.03,-0.05,0.01,-8.04,-0.25,-6.07
25.5,-0.02,-0.04,-0.01,-8.03,-0.26,-6.06
25.53,-0.0,0.04,0.01,-8.03,-0.27,-6.06
25.55,-0.0,-0.01,0.01,-8.03,-0.27,-6.07
25.57,-0.0,0.07,0.01,-8.04,-0.25,-6.06
25.6,-0.0,0.02,0.02,-8.04,-0.26,-6.08
25.62,-0.02,-0.07,-0.01,-8.04,-0.26,-6.08
25.65,-0.03,0.02,0.01,-8.04,-0.25,-6.06
25.67,-0.0,0.05,0.02,-8.04,-0.25,-6.07
25.7,0.01,-0.12,0.01,-8.03,-0.26,-6.06
25.72,-0.0,-0.02,-0.01,-8.04,-0.24,-6.07
25.75,0.03,0.08,0.01,-8.03,-0.27,-6.08
25.77,-0.0,-0.01,-0.01,-8.03,-0.28,-6.08
25.79,-0.0,-0.16,0.02,-8.03,-0.27,-6.08
25.82,0.01,0.11,0.02,-8.05,-0.27,-6.07
25.84,0.01,0.01,0.02,-8.04,-0.26,-6.06
25.87,0.01,-0.18,0.04,-8.05,-0.26,-6.09
25.89,-0.0,0.13,-0.01,-8.03,-0.26,-6.07
25.92,-0.02,0.08,0.01,-8.03,-0.27,-6.08
25.94,0.01,-0.1,-0.01,-8.05,-0.26,-6.07
25.96,-0.02,-0.01,-0.01,-8.04,-0.25,-6.07
25.99,0.01,0.07,0.01,-8.04,-0.25,-6.05
26.01,-0.02,-0.07,0.02,-8.04,-0.26,-6.05
26.04,-0.0,-0.12,-0.01,-8.04,-0.25,-6.06
26.06,-0.0,-0.02,0.01,-8.03,-0.26,-6.04
26.08,0.01,0.1,-0.01,-8.03,-0.26,-6.07
26.11,0.04,0.01,0.01,-8.03,-0.25,-6.08
26.13,-0.02,-0.04,-0.02,-8.04,-0.25,-6.06
26.16,-0.03,-0.04,-0.01,-8.04,-0.27,-6.05
26.18,-0.0,0.05,-0.02,-8.03,-0.26,-6.07
26.21,0.03,0.04,0.04,-8.04,-0.27,-6.05
26.23,-0.0,-0.08,-0.02,-8.05,-0.26,-6.06
26.26,-0.02,0.08,-0.01,-8.04,-0.26,-6.08
26.28,-0.02,-0.04,-0.02,-8.03,-0.27,-6.07
26.3,-0.03,-0.1,-0.01,-8.04,-0.26,-6.07
26.33,-0.02,0.14,0.02,-8.05,-0.25,-6.06
26.35,-0.0,0.07,0.02,-8.04,-0.27,-6.08
26.38,-0.0,-0.18,0.01,-8.04,-0.26,-6.05
26.4,0.01,0.05,-0.01,-8.03,-0.25,-6.07
26.43,-0.0,0.14,-0.01,-8.03,-0.25,-6.06
26.45,-0.0,-0.05,0.02,-8.03,-0.26,-6.08
26.47,-0.02,-0.19,-0.01,-8.05,-0.26,-6.06
26.5,-0.03,0.19,-0.01,-8.04,-0.27,-6.08
26.52,0.01,0.11,-0.01,-8.03,-0.26,-6.06
26.55,-0.0,-0.25,0.02,-8.02,-0.27,-6.06
26.57,-0.0,0.07,-0.01,-8.04,-0.27,-6.05
26.6,0.01,0.16,0.01,-8.04,-0.26,-6.07
26.62,-0.0,-0.19,0.01,-8.04,-0.26,-6.06
26.64,-0.03,-0.12,0.02,-8.04,-0.27,-6.05
26.67,0.01,0.27,-0.02,-8.02,-0.26,-6.09
26.69,-0.0,0.01,-0.02,-8.03,-0.25,-6.09
26.72,-0.03,-0.24,0.01,-8.03,-0.25,-6.07
26.74,-0.0,0.05,-0.01,-8.05,-0.26,-6.07
26.77,0.01,0.16,0.01,-8.05,-0.26,-6.07
26.79,-0.05,-0.07,0.01,-8.04,-0.25,-6.07
26.81,-0.02,-0.15,0.01,-8.04,-0.26,-6.05
26.84,-0.0,0.1,0.04,-8.05,-0.28,-6.07
26.86,-0.0,0.05,0.01,-8.03,-0.26,-6.08
26.89,-0.0,-0.02,0.01,-8.02,-0.26,-6.06
26.91,-0.02,-0.05,0.02,-8.03,-0.27,-6.07
26.94,-0.03,0.1,0.01,-8.02,-0.26,-6.08
