Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
856.65,-0.07,0.01,-0.02,-8.6,1.55,-4.51
856.77,-0.06,0.02,-0.03,-8.6,1.55,-4.51
856.88,-0.06,0.04,-0.06,-8.6,1.55,-4.52
857.0,-0.07,0.03,-0.09,-8.61,1.55,-4.52
857.11,-0.08,0.03,-0.1,-8.61,1.55,-4.52
857.23,-0.08,0.04,-0.1,-8.61,1.55,-4.51
857.35,-0.08,0.05,-0.11,-8.6,1.55,-4.51
857.46,-0.08,0.03,-0.09,-8.6,1.55,-4.51
857.58,-0.08,0.01,-0.07,-8.6,1.54,-4.51
857.69,-0.08,-0.01,-0.06,-8.6,1.54,-4.51
857.81,-0.07,-0.02,-0.04,-8.6,1.54,-4.51
857.93,-0.06,0.0,-0.03,-8.6,1.55,-4.52
858.04,-0.06,0.03,-0.03,-8.6,1.55,-4.52
858.16,-0.05,0.04,-0.02,-8.6,1.55,-4.52
858.27,-0.04,0.04,-0.01,-8.6,1.55,-4.51
858.39,-0.03,0.02,0.0,-8.6,1.55,-4.51
858.51,-0.04,0.01,0.0,-8.6,1.55,-4.5
858.62,-0.05,-0.01,0.0,-8.6,1.55,-4.5
858.74,-0.05,-0.02,-0.0,-8.6,1.55,-4.5
858.85,-0.05,-0.01,-0.01,-8.6,1.55,-4.5
858.97,-0.05,0.02,-0.03,-8.6,1.55,-4.5
859.09,-0.05,0.04,-0.05,-8.6,1.55,-4.5
859.2,-0.06,0.05,-0.07,-8.6,1.55,-4.51
859.32,-0.07,0.04,-0.07,-8.6,1.55,-4.51
859.44,-0.08,0.03,-0.05,-8.6,1.55,-4.51
859.55,-0.08,0.01,-0.01,-8.6,1.55,-4.51
859.67,-0.08,-0.0,0.03,-8.6,1.55,-4.52
859.78,-0.07,-0.0,0.03,-8.6,1.55,-4.52
859.9,-0.07,0.01,0.01,-8.6,1.55,-4.52
860.01,-0.06,0.02,0.0,-8.6,1.55,-4.52
860.13,-0.06,0.01,-0.01,-8.6,1.55,-4.51
860.25,-0.06,0.01,-0.02,-8.6,1.55,-4.51
860.36,-0.06,0.02,-0.01,-8.6,1.55,-4.5
860.48,-0.06,0.01,0.01,-8.6,1.55,-4.51
860.59,-0.07,0.01,0.02,-8.6,1.55,-4.51
860.71,-0.07,0.01,0.02,-8.6,1.55,-4.51
860.83,-0.07,0.01,0.0,-8.6,1.55,-4.5
860.94,-0.07,0.01,-0.02,-8.6,1.55,-4.5
861.06,-0.07,0.02,-0.03,-8.6,1.55,-4.5
861.17,-0.07,0.02,-0.03,-8.6,1.55,-4.51
861.29,-0.07,0.01,-0.01,-8.6,1.56,-4.51
861.41,-0.06,0.01,-0.0,-8.6,1.56,-4.51
861.52,-0.06,0.0,-0.01,-8.6,1.55,-4.51
861.64,-0.07,0.01,-0.02,-8.6,1.55,-4.51
861.75,-0.07,0.03,-0.03,-8.6,1.55,-4.5
861.87,-0.07,0.04,-0.06,-8.6,1.55,-4.51
861.99,-0.07,0.04,-0.09,-8.6,1.55,-4.51
862.1,-0.07,0.02,-0.09,-8.6,1.55,-4.51
862.22,-0.07,0.0,-0.08,-8.6,1.55,-4.5
862.33,-0.07,-0.0,-0.07,-8.6,1.55,-4.5
862.45,-0.07,0.0,-0.05,-8.6,1.55,-4.51
862.57,-0.07,0.02,-0.03,-8.6,1.55,-4.51
862.68,-0.06,0.02,-0.03,-8.6,1.55,-4.52
862.8,-0.06,0.0,-0.03,-8.6,1.55,-4.52
862.91,-0.05,-0.01,-0.01,-8.6,1.55,-4.52
863.03,-0.06,-0.01,0.0,-8.6,1.55,-4.52
863.15,-0.07,0.0,0.01,-8.6,1.55,-4.52
863.26,-0.07,0.01,0.02,-8.6,1.56,-4.52
863.38,-0.07,-0.0,0.04,-8.6,1.55,-4.51
863.5,-0.06,-0.0,0.07,-8.6,1.55,-4.51
863.61,-0.05,0.0,0.06,-8.6,1.55,-4.51
863.73,-0.06,-0.0,0.05,-8.61,1.55,-4.51
863.84,-0.06,-0.01,0.03,-8.61,1.55,-4.51
863.96,-0.06,0.01,0.0,-8.61,1.55,-4.51
864.07,-0.07,0.01,-0.0,-8.61,1.55,-4.51
864.19,-0.07,0.01,-0.01,-8.61,1.54,-4.51
864.31,-0.07,0.01,-0.02,-8.61,1.55,-4.51
864.42,-0.05,0.02,-0.04,-8.6,1.55,-4.5
864.54,-0.05,0.03,-0.06,-8.6,1.55,-4.5
864.66,-0.05,0.03,-0.05,-8.6,1.55,-4.5
864.77,-0.05,0.03,-0.01,-8.6,1.55,-4.51
864.89,-0.07,0.04,-0.0,-8.6,1.55,-4.51
865.0,-0.09,0.03,0.02,-8.6,1.55,-4.52
865.12,-0.09,-0.03,0.08,-8.59,1.55,-4.51
865.23,-0.08,-0.03,0.09,-8.59,1.55,-4.51
865.35,-0.07,0.03,0.04,-8.6,1.55,-4.51
865.47,-0.06,0.05,0.04,-8.6,1.55,-4.51
865.58,-0.06,0.02,0.04,-8.6,1.55,-4.51
865.7,-0.06,-0.01,0.03,-8.6,1.55,-4.51
865.81,-0.06,-0.02,0.02,-8.6,1.55,-4.5
865.93,-0.07,-0.01,-0.02,-8.6,1.55,-4.5
866.05,-0.08,0.01,-0.09,-8.6,1.55,-4.51
866.16,-0.09,0.03,-0.13,-8.6,1.55,-4.51
866.28,-0.07,0.05,-0.1,-8.61,1.55,-4.51
866.4,-0.06,0.03,-0.03,-8.61,1.54,-4.52
866.51,-0.06,-0.0,-0.01,-8.61,1.55,-4.51
866.63,-0.07,-0.03,-0.0,-8.61,1.55,-4.51
866.74,-0.07,-0.04,0.03,-8.6,1.55,-4.52
866.86,-0.07,-0.04,0.02,-8.6,1.55,-4.51
866.97,-0.07,-0.03,-0.02,-8.6,1.55,-4.51
867.09,-0.07,-0.01,-0.05,-8.6,1.55,-4.51
867.21,-0.07,0.02,-0.08,-8.6,1.55,-4.5
867.32,-0.08,0.04,-0.09,-8.6,1.55,-4.5
867.44,-0.07,0.04,-0.09,-8.6,1.54,-4.5
867.55,-0.07,0.03,-0.08,-8.6,1.54,-4.51
867.67,-0.07,0.01,-0.06,-8.6,1.54,-4.51
867.79,-0.06,0.01,0.0,-8.6,1.55,-4.51
867.9,-0.05,0.02,0.07,-8.6,1.55,-4.5
868.02,-0.05,0.03,0.09,-8.6,1.55,-4.5
868.14,-0.05,0.05,0.07,-8.6,1.55,-4.5
868.25,-0.05,0.08,0.05,-8.6,1.55,-4.5
868.37,-0.04,0.08,0.05,-8.6,1.55,-4.5
868.48,-0.03,0.04,0.07,-8.6,1.55,-4.49
868.6,-0.04,0.01,0.03,-8.6,1.55,-4.49
868.71,-0.06,-0.03,-0.07,-8.6,1.54,-4.49
868.83,-0.07,-0.08,-0.14,-8.6,1.54,-4.5
868.95,-0.09,-0.07,-0.21,-8.6,1.54,-4.51
869.06,-0.11,0.02,-0.27,-8.6,1.54,-4.51
869.18,-0.1,0.09,-0.27,-8.6,1.54,-4.5
869.29,-0.08,0.1,-0.24,-8.6,1.54,-4.5
869.41,-0.07,0.06,-0.16,-8.6,1.54,-4.5
869.53,-0.05,0.02,-0.04,-8.6,1.54,-4.5
869.64,-0.04,-0.01,0.05,-8.6,1.54,-4.51
869.76,-0.04,-0.03,0.09,-8.6,1.54,-4.51
869.88,-0.03,-0.03,0.1,-8.6,1.55,-4.52
869.99,-0.03,-0.01,0.11,-8.6,1.55,-4.52
870.11,-0.03,0.01,0.09,-8.6,1.55,-4.51
870.22,-0.05,0.02,0.04,-8.6,1.55,-4.51
870.34,-0.05,0.02,0.02,-8.6,1.55,-4.51
870.46,-0.06,0.01,0.01,-8.6,1.55,-4.51
870.57,-0.07,0.0,0.0,-8.6,1.55,-4.51
870.69,-0.07,-0.0,0.01,-8.6,1.55,-4.52
870.8,-0.07,0.0,0.03,-8.61,1.55,-4.52
870.92,-0.07,0.0,0.02,-8.6,1.55,-4.52
871.03,-0.07,0.01,-0.0,-8.6,1.55,-4.52
871.15,-0.07,0.02,-0.04,-8.6,1.55,-4.52
871.27,-0.08,0.05,-0.07,-8.6,1.55,-4.52
871.38,-0.09,0.06,-0.08,-8.59,1.55,-4.52
871.5,-0.1,0.05,-0.09,-8.59,1.55,-4.52
871.61,-0.1,0.02,-0.09,-8.59,1.55,-4.51
871.73,-0.11,0.01,-0.08,-8.6,1.55,-4.51
871.85,-0.1,0.0,-0.06,-8.6,1.55,-4.51
871.96,-0.09,-0.0,-0.01,-8.6,1.55,-4.5
872.08,-0.07,-0.01,0.03,-8.6,1.55,-4.5
872.2,-0.05,0.01,0.04,-8.6,1.55,-4.5
872.31,-0.04,0.02,0.03,-8.6,1.55,-4.51
872.43,-0.04,0.01,0.03,-8.6,1.55,-4.51
872.54,-0.04,-0.0,0.03,-8.6,1.55,-4.51
872.66,-0.05,0.01,0.01,-8.6,1.55,-4.51
872.77,-0.05,0.02,-0.01,-8.6,1.55,-4.51
872.89,-0.05,0.02,-0.01,-8.6,1.55,-4.51
873.01,-0.05,0.01,-0.01,-8.6,1.54,-4.51
873.12,-0.05,0.01,-0.02,-8.6,1.55,-4.52
873.24,-0.05,0.01,-0.03,-8.6,1.55,-4.52
873.35,-0.05,0.0,-0.02,-8.6,1.55,-4.52
873.47,-0.05,-0.0,-0.01,-8.6,1.55,-4.52
873.59,-0.05,-0.01,0.0,-8.6,1.55,-4.51
873.7,-0.05,-0.02,0.01,-8.6,1.55,-4.51
873.82,-0.05,-0.02,-0.0,-8.61,1.55,-4.51
873.93,-0.07,-0.01,-0.02,-8.6,1.55,-4.51
874.05,-0.08,0.01,-0.04,-8.6,1.56,-4.51
874.17,-0.08,0.02,-0.04,-8.6,1.56,-4.51
874.28,-0.06,0.01,0.01,-8.6,1.55,-4.51
874.4,-0.05,0.01,0.04,-8.6,1.55,-4.51
874.52,-0.04,-0.0,0.03,-8.6,1.55,-4.51
874.63,-0.05,-0.01,0.0,-8.6,1.55,-4.51
874.75,-0.05,-0.01,-0.01,-8.6,1.55,-4.51
874.86,-0.05,-0.0,-0.01,-8.6,1.55,-4.52
874.98,-0.05,0.02,-0.02,-8.61,1.54,-4.51
875.09,-0.06,0.03,-0.02,-8.61,1.54,-4.51
875.21,-0.06,0.03,-0.02,-8.6,1.54,-4.51
875.33,-0.07,0.02,-0.02,-8.6,1.55,-4.51
875.44,-0.07,0.02,-0.02,-8.61,1.55,-4.51
875.56,-0.07,0.02,-0.01,-8.61,1.55,-4.51
875.67,-0.07,0.01,-0.01,-8.6,1.55,-4.51
875.79,-0.07,0.02,-0.0,-8.6,1.55,-4.51
875.91,-0.06,0.02,-0.01,-8.6,1.55,-4.51
876.02,-0.06,0.01,-0.01,-8.59,1.55,-4.51
876.14,-0.05,-0.0,0.01,-8.59,1.55,-4.51
876.26,-0.05,-0.0,0.01,-8.59,1.54,-4.5
876.37,-0.05,0.0,0.01,-8.59,1.55,-4.5
876.49,-0.05,0.01,0.0,-8.6,1.55,-4.5
876.6,-0.06,0.01,0.0,-8.6,1.56,-4.51
876.72,-0.07,0.02,-0.01,-8.6,1.56,-4.51
876.84,-0.07,0.03,-0.03,-8.6,1.56,-4.51
876.95,-0.08,0.03,-0.04,-8.6,1.56,-4.52
877.07,-0.08,0.03,-0.05,-8.6,1.55,-4.52
877.18,-0.09,0.03,-0.05,-8.6,1.55,-4.51
877.3,-0.09,0.03,-0.05,-8.61,1.56,-4.5
877.41,-0.08,0.04,-0.05,-8.6,1.56,-4.49
877.53,-0.07,0.05,-0.04,-8.6,1.55,-4.49
877.65,-0.06,0.05,-0.04,-8.6,1.55,-4.5
877.76,-0.06,0.04,-0.05,-8.6,1.55,-4.5
877.88,-0.07,0.03,-0.06,-8.6,1.55,-4.5
878.0,-0.07,0.03,-0.07,-8.6,1.55,-4.51
878.11,-0.08,0.03,-0.08,-8.6,1.55,-4.51
878.23,-0.08,0.03,-0.08,-8.6,1.55,-4.51
878.34,-0.08,0.02,-0.08,-8.6,1.55,-4.51
878.46,-0.08,0.01,-0.07,-8.6,1.55,-4.52
878.58,-0.07,0.01,-0.03,-8.6,1.55,-4.52
878.69,-0.07,0.02,-0.01,-8.6,1.55,-4.52
878.81,-0.07,0.03,-0.05,-8.6,1.55,-4.51
878.92,-0.09,0.04,-0.14,-8.61,1.55,-4.51
879.04,-0.09,0.04,-0.15,-8.61,1.55,-4.51
879.16,-0.08,0.02,-0.11,-8.6,1.55,-4.51
879.27,-0.08,0.02,-0.07,-8.6,1.55,-4.51
879.39,-0.07,0.03,-0.06,-8.6,1.55,-4.51
879.5,-0.07,0.04,-0.04,-8.6,1.55,-4.51
879.62,-0.08,0.04,-0.04,-8.6,1.55,-4.51
879.73,-0.08,0.05,-0.06,-8.6,1.55,-4.51
879.85,-0.09,0.05,-0.08,-8.6,1.54,-4.51
879.97,-0.08,0.02,-0.05,-8.6,1.54,-4.51
880.08,-0.08,-0.01,-0.02,-8.6,1.54,-4.51
880.2,-0.08,-0.02,-0.02,-8.6,1.55,-4.51
880.32,-0.07,-0.01,-0.01,-8.6,1.55,-4.51
880.43,-0.05,0.01,0.02,-8.6,1.55,-4.51
880.55,-0.04,0.02,0.05,-8.6,1.55,-4.5
880.66,-0.04,0.02,0.03,-8.6,1.55,-4.5
880.78,-0.06,0.05,-0.05,-8.6,1.55,-4.51
880.9,-0.08,0.06,-0.1,-8.61,1.55,-4.51
881.01,-0.08,0.04,-0.09,-8.61,1.55,-4.52
881.13,-0.07,0.03,-0.06,-8.61,1.55,-4.51
881.24,-0.05,0.02,-0.03,-8.61,1.55,-4.51
881.36,-0.05,0.03,-0.03,-8.61,1.55,-4.51
881.48,-0.04,0.03,-0.04,-8.6,1.55,-4.51
881.59,-0.04,0.03,-0.05,-8.6,1.55,-4.51
881.71,-0.04,0.03,-0.05,-8.6,1.55,-4.51
881.82,-0.05,0.02,-0.04,-8.6,1.55,-4.51
881.94,-0.05,0.02,-0.03,-8.6,1.55,-4.51
882.06,-0.06,0.01,-0.02,-8.6,1.55,-4.51
882.17,-0.06,-0.0,-0.01,-8.6,1.55,-4.5
882.29,-0.07,-0.01,-0.02,-8.6,1.55,-4.5
882.41,-0.07,-0.0,-0.04,-8.6,1.55,-4.5
882.52,-0.08,-0.0,-0.04,-8.6,1.55,-4.5
882.64,-0.07,-0.02,-0.01,-8.6,1.55,-4.5
882.75,-0.07,-0.02,0.02,-8.6,1.55,-4.5
882.87,-0.07,0.0,0.0,-8.6,1.55,-4.5
882.98,-0.08,0.02,-0.04,-8.6,1.55,-4.51
883.1,-0.1,0.02,-0.07,-8.61,1.55,-4.51
883.22,-0.1,0.05,-0.09,-8.61,1.54,-4.51
883.33,-0.09,0.06,-0.08,-8.61,1.54,-4.51
883.45,-0.08,0.04,-0.05,-8.61,1.54,-4.52
883.57,-0.07,0.02,-0.04,-8.61,1.54,-4.52
883.68,-0.06,0.02,-0.03,-8.6,1.54,-4.52
883.8,-0.06,0.02,-0.01,-8.6,1.55,-4.52
883.91,-0.06,0.01,0.01,-8.6,1.55,-4.52
884.03,-0.06,-0.0,0.03,-8.59,1.55,-4.51
884.15,-0.05,-0.01,0.05,-8.59,1.55,-4.51
884.26,-0.04,0.0,0.05,-8.59,1.55,-4.51
884.38,-0.04,0.01,0.04,-8.59,1.55,-4.51
884.49,-0.04,0.02,0.03,-8.6,1.55,-4.51
884.61,-0.04,0.04,0.02,-8.6,1.55,-4.52
884.72,-0.05,0.05,0.01,-8.61,1.55,-4.52
884.84,-0.06,0.03,-0.0,-8.61,1.55,-4.51
884.96,-0.07,0.02,-0.0,-8.6,1.55,-4.51
885.07,-0.07,0.03,0.02,-8.6,1.55,-4.51
885.19,-0.07,0.02,0.04,-8.6,1.55,-4.51
885.3,-0.06,0.02,0.04,-8.6,1.54,-4.51
885.42,-0.06,0.02,0.02,-8.6,1.55,-4.51
885.54,-0.05,0.02,0.01,-8.6,1.55,-4.51
885.65,-0.05,0.02,0.01,-8.6,1.55,-4.51
885.77,-0.05,0.01,0.01,-8.6,1.54,-4.51
885.88,-0.05,0.0,-0.01,-8.6,1.54,-4.51
886.0,-0.06,0.01,-0.03,-8.6,1.54,-4.51
886.12,-0.06,0.01,-0.04,-8.6,1.54,-4.51
886.23,-0.06,0.0,-0.05,-8.6,1.54,-4.51
886.35,-0.07,-0.0,-0.07,-8.6,1.54,-4.5
886.46,-0.07,-0.0,-0.08,-8.6,1.55,-4.5
886.58,-0.07,0.0,-0.06,-8.6,1.55,-4.5
886.7,-0.06,0.02,-0.05,-8.6,1.55,-4.51
886.81,-0.06,0.02,-0.03,-8.6,1.55,-4.51
886.93,-0.05,0.02,-0.0,-8.6,1.54,-4.51
887.04,-0.05,0.0,0.02,-8.6,1.55,-4.51
887.16,-0.05,-0.01,0.03,-8.6,1.55,-4.51
887.28,-0.06,-0.02,0.03,-8.6,1.55,-4.51
887.39,-0.07,-0.01,0.01,-8.6,1.55,-4.51
887.51,-0.07,0.0,0.01,-8.6,1.55,-4.51
887.62,-0.06,0.0,0.0,-8.6,1.54,-4.51
887.74,-0.07,-0.01,-0.01,-8.6,1.54,-4.5
887.86,-0.08,-0.0,-0.03,-8.6,1.55,-4.5
887.97,-0.08,0.01,-0.04,-8.6,1.55,-4.51
888.09,-0.08,0.02,-0.06,-8.6,1.55,-4.51
888.2,-0.08,0.03,-0.08,-8.6,1.55,-4.51
888.32,-0.08,0.02,-0.09,-8.6,1.55,-4.51
888.44,-0.08,0.03,-0.14,-8.6,1.55,-4.51
888.55,-0.1,0.05,-0.23,-8.61,1.55,-4.51
888.67,-0.11,0.06,-0.24,-8.61,1.54,-4.51
888.78,-0.1,0.05,-0.15,-8.61,1.54,-4.51
888.9,-0.08,0.02,-0.06,-8.6,1.54,-4.5
889.02,-0.07,0.0,-0.02,-8.6,1.55,-4.5
889.13,-0.07,0.0,-0.04,-8.6,1.55,-4.5
889.25,-0.07,0.01,-0.05,-8.6,1.55,-4.5
889.36,-0.07,0.02,-0.05,-8.6,1.55,-4.5
889.48,-0.07,0.01,-0.04,-8.6,1.55,-4.51
889.6,-0.07,0.01,-0.04,-8.6,1.55,-4.51
889.71,-0.07,0.0,-0.04,-8.6,1.55,-4.51
889.83,-0.07,0.0,-0.03,-8.6,1.55,-4.51
889.95,-0.07,0.02,-0.02,-8.6,1.55,-4.51
890.06,-0.06,0.02,0.01,-8.6,1.55,-4.51
890.18,-0.06,0.02,0.01,-8.61,1.55,-4.5
890.29,-0.06,0.01,-0.01,-8.6,1.55,-4.5
890.41,-0.06,-0.0,-0.02,-8.6,1.55,-4.51
890.52,-0.06,0.01,-0.05,-8.6,1.55,-4.51
890.64,-0.07,0.01,-0.05,-8.6,1.55,-4.51
890.76,-0.06,0.01,-0.02,-8.6,1.55,-4.51
890.87,-0.06,0.02,-0.03,-8.6,1.55,-4.51
890.99,-0.07,0.03,-0.05,-8.61,1.55,-4.51
891.1,-0.08,0.01,-0.07,-8.61,1.55,-4.51
891.22,-0.09,-0.0,-0.05,-8.61,1.55,-4.51
891.34,-0.08,-0.0,-0.03,-8.6,1.55,-4.51
891.45,-0.08,0.0,-0.01,-8.6,1.55,-4.51
891.57,-0.07,0.0,0.01,-8.6,1.55,-4.51
891.69,-0.06,0.01,0.01,-8.61,1.54,-4.51
891.8,-0.05,0.02,-0.01,-8.6,1.54,-4.52
891.92,-0.05,0.03,-0.03,-8.6,1.54,-4.52
892.03,-0.05,0.03,-0.04,-8.6,1.54,-4.52
892.15,-0.06,0.04,-0.05,-8.6,1.54,-4.51
892.27,-0.06,0.03,-0.05,-8.6,1.54,-4.52
892.38,-0.07,0.0,-0.04,-8.6,1.55,-4.52
892.5,-0.06,-0.01,-0.02,-8.6,1.55,-4.52
892.61,-0.05,-0.0,-0.01,-8.6,1.55,-4.52
892.73,-0.05,0.01,-0.0,-8.6,1.55,-4.52
892.85,-0.06,0.02,-0.01,-8.6,1.54,-4.51
892.96,-0.06,0.03,-0.02,-8.6,1.54,-4.51
893.08,-0.05,0.03,-0.0,-8.59,1.54,-4.51
893.19,-0.05,0.04,0.01,-8.6,1.54,-4.51
893.31,-0.05,0.03,0.01,-8.6,1.55,-4.51
893.42,-0.06,0.02,0.0,-8.6,1.55,-4.51
893.54,-0.06,0.0,0.0,-8.6,1.55,-4.5
893.66,-0.06,-0.02,0.0,-8.6,1.55,-4.5
893.77,-0.06,-0.03,-0.0,-8.6,1.55,-4.5
893.89,-0.06,-0.02,-0.01,-8.6,1.55,-4.5
894.01,-0.08,-0.02,-0.03,-8.6,1.55,-4.5
894.12,-0.13,-0.1,-0.15,-8.61,1.55,-4.51
894.24,-0.2,-0.21,-0.38,-8.62,1.55,-4.51
894.35,-0.23,-0.16,-0.57,-8.62,1.55,-4.52
894.47,-0.22,-0.01,-0.61,-8.62,1.55,-4.52
894.59,-0.18,0.04,-0.48,-8.61,1.55,-4.52
894.7,-0.13,0.04,-0.29,-8.61,1.55,-4.52
894.82,-0.09,0.04,-0.12,-8.6,1.54,-4.51
894.94,-0.05,0.03,0.0,-8.6,1.55,-4.51
895.05,-0.03,0.01,0.06,-8.6,1.55,-4.52
895.17,-0.03,-0.0,0.06,-8.6,1.55,-4.51
895.28,-0.04,-0.01,0.05,-8.6,1.54,-4.51
895.4,-0.05,-0.0,0.03,-8.6,1.54,-4.51
895.51,-0.06,0.0,0.01,-8.6,1.55,-4.5
895.63,-0.08,0.01,-0.03,-8.6,1.55,-4.5
895.75,-0.09,0.02,-0.07,-8.6,1.55,-4.5
895.86,-0.09,0.02,-0.06,-8.6,1.55,-4.5
895.98,-0.08,0.02,-0.03,-8.6,1.55,-4.51
896.09,-0.06,0.02,-0.02,-8.6,1.55,-4.51
896.21,-0.06,0.0,-0.03,-8.6,1.54,-4.51
896.33,-0.06,-0.02,-0.05,-8.6,1.54,-4.51
896.44,-0.07,-0.01,-0.08,-8.6,1.55,-4.51
896.56,-0.07,0.03,-0.11,-8.6,1.55,-4.51
896.67,-0.07,0.05,-0.1,-8.6,1.55,-4.51
896.79,-0.07,0.05,-0.08,-8.6,1.54,-4.51
896.91,-0.07,0.05,-0.06,-8.6,1.54,-4.51
897.02,-0.07,0.04,-0.04,-8.6,1.54,-4.5
897.14,-0.07,0.02,-0.0,-8.6,1.54,-4.5
897.26,-0.06,-0.0,0.03,-8.6,1.54,-4.5
897.37,-0.06,-0.01,0.02,-8.61,1.55,-4.5
897.49,-0.06,0.0,-0.02,-8.61,1.55,-4.5
897.6,-0.06,0.03,-0.05,-8.61,1.55,-4.5
897.72,-0.05,0.04,-0.04,-8.61,1.55,-4.51
897.84,-0.04,0.03,-0.02,-8.61,1.55,-4.51
897.95,-0.04,0.0,-0.02,-8.61,1.55,-4.51
898.07,-0.04,-0.03,0.01,-8.61,1.55,-4.51
898.18,-0.04,-0.03,0.01,-8.61,1.55,-4.51
898.3,-0.05,0.0,-0.04,-8.61,1.55,-4.51
898.41,-0.07,0.02,-0.09,-8.61,1.55,-4.51
898.53,-0.07,0.02,-0.09,-8.61,1.55,-4.51
898.65,-0.08,0.04,-0.1,-8.61,1.55,-4.51
898.76,-0.09,0.05,-0.1,-8.61,1.55,-4.51
898.88,-0.09,0.06,-0.1,-8.6,1.55,-4.51
899.0,-0.1,0.05,-0.06,-8.6,1.55,-4.51
899.11,-0.09,0.01,-0.0,-8.6,1.55,-4.51
899.23,-0.08,-0.01,0.01,-8.6,1.55,-4.5
899.34,-0.08,-0.01,0.0,-8.6,1.55,-4.5
899.46,-0.07,-0.01,0.0,-8.59,1.55,-4.49
899.58,-0.07,0.01,0.01,-8.6,1.55,-4.5
899.69,-0.06,0.02,0.02,-8.6,1.55,-4.5
899.81,-0.06,0.01,0.03,-8.6,1.55,-4.5
899.92,-0.06,0.0,0.02,-8.6,1.55,-4.5
900.04,-0.05,0.01,-0.01,-8.6,1.56,-4.5
900.16,-0.07,0.03,-0.08,-8.59,1.56,-4.51
900.27,-0.09,0.04,-0.14,-8.59,1.56,-4.51
900.39,-0.09,0.02,-0.12,-8.6,1.55,-4.51
900.5,-0.08,-0.01,-0.06,-8.6,1.55,-4.51
900.62,-0.06,-0.02,0.0,-8.6,1.55,-4.51
900.74,-0.06,-0.02,0.01,-8.61,1.55,-4.51
900.85,-0.06,0.0,-0.01,-8.61,1.55,-4.51
900.97,-0.08,0.05,-0.05,-8.61,1.55,-4.51
901.08,-0.08,0.07,-0.06,-8.6,1.56,-4.51
901.2,-0.08,0.07,-0.04,-8.6,1.56,-4.51
901.32,-0.07,0.07,-0.04,-8.6,1.56,-4.51
901.43,-0.07,0.03,-0.02,-8.6,1.55,-4.51
901.55,-0.06,-0.04,0.04,-8.6,1.55,-4.5
901.66,-0.06,-0.05,0.06,-8.6,1.55,-4.5
901.78,-0.08,0.01,-0.04,-8.6,1.55,-4.5
901.9,-0.1,0.03,-0.12,-8.6,1.55,-4.5
902.01,-0.09,0.03,-0.12,-8.59,1.55,-4.51
902.13,-0.07,0.04,-0.09,-8.6,1.55,-4.51
902.24,-0.06,0.02,-0.05,-8.6,1.55,-4.51
902.36,-0.06,0.01,-0.02,-8.6,1.54,-4.51
902.47,-0.06,-0.0,-0.0,-8.6,1.54,-4.51
902.59,-0.06,-0.01,-0.0,-8.6,1.55,-4.51
902.71,-0.06,-0.01,0.0,-8.6,1.55,-4.51
902.82,-0.05,-0.01,0.0,-8.6,1.55,-4.51
902.94,-0.06,0.0,-0.02,-8.6,1.54,-4.51
903.06,-0.06,0.0,-0.02,-8.6,1.54,-4.51
903.17,-0.05,0.01,-0.0,-8.6,1.54,-4.5
903.29,-0.06,0.03,0.0,-8.61,1.55,-4.5
903.4,-0.07,0.03,-0.0,-8.61,1.55,-4.5
903.52,-0.07,0.02,-0.01,-8.6,1.55,-4.5
903.64,-0.06,0.01,-0.01,-8.6,1.55,-4.51
903.75,-0.05,0.01,-0.02,-8.6,1.55,-4.51
903.87,-0.05,0.0,-0.02,-8.61,1.55,-4.51
903.98,-0.06,0.0,-0.03,-8.61,1.55,-4.51
904.1,-0.06,-0.02,-0.04,-8.6,1.55,-4.51
904.22,-0.05,-0.05,-0.0,-8.61,1.55,-4.52
904.33,-0.04,-0.06,0.04,-8.61,1.55,-4.51
904.45,-0.05,-0.05,0.05,-8.61,1.55,-4.51
904.56,-0.06,-0.04,0.04,-8.6,1.55,-4.51
904.68,-0.06,-0.01,0.02,-8.6,1.55,-4.5
904.8,-0.06,0.0,-0.0,-8.6,1.55,-4.5
904.91,-0.07,0.01,-0.02,-8.6,1.55,-4.5
905.03,-0.08,0.03,-0.06,-8.6,1.55,-4.51
905.15,-0.08,0.02,-0.07,-8.6,1.55,-4.51
905.26,-0.07,-0.01,-0.03,-8.6,1.55,-4.51
905.38,-0.07,-0.01,-0.01,-8.6,1.55,-4.51
905.49,-0.08,0.01,-0.06,-8.6,1.55,-4.51
905.61,-0.09,0.01,-0.07,-8.6,1.55,-4.51
905.72,-0.08,0.01,-0.06,-8.6,1.55,-4.51
905.84,-0.07,0.0,-0.04,-8.6,1.55,-4.5
905.96,-0.07,-0.01,-0.02,-8.6,1.55,-4.5
906.07,-0.07,-0.02,-0.03,-8.6,1.55,-4.5
906.19,-0.07,-0.03,-0.01,-8.6,1.55,-4.51
906.31,-0.04,-0.06,0.06,-8.6,1.55,-4.51
906.42,-0.02,-0.1,0.14,-8.6,1.54,-4.51
906.54,-0.02,-0.09,0.14,-8.6,1.54,-4.51
906.65,-0.04,-0.06,0.08,-8.61,1.54,-4.52
906.77,-0.06,-0.1,-0.07,-8.61,1.54,-4.52
906.89,-0.11,-0.16,-0.36,-8.6,1.53,-4.51
907.0,-0.14,-0.09,-0.53,-8.6,1.53,-4.51
